Date_Time,LatDDMMmm,LongDDMMmm,UTC,SOG,COG,Date_Time,Temp,SpCond,Salinity,DOsat,DOConc,DOCharge,pH,pHmV,Turbidity,Chlorophyll,Fluorescence
5/26/19 12:42,3501.148,-7618.819,164950,0,253.81,5/26/19 12:42 PM,27.691,27.36,16.74,1.4,0.101,33,7.261,-27.1,1.201,13.51,2.81
5/26/19 12:45,3501.148,-7618.82,165250,0,253.81,5/26/19 12:45 PM,27.701,27.36,16.74,1.4,0.101,33,7.261,-27.1,1.3,6.2,1.3
5/26/19 12:48,3501.146,-7618.82,165554,0,253.81,5/26/19 12:48 PM,27.701,27.36,16.74,1.4,0.101,33,7.261,-27.2,1.201,8.11,1.71
5/26/19 12:51,3501.146,-7618.821,165854,0,253.81,5/26/19 12:51 PM,27.71,27.36,16.74,1.4,0.101,34,7.261,-27.2,1.1,9.81,2.01
5/26/19 12:54,3501.15,-7618.818,170158,0.11,253.81,5/26/19 12:54 PM,27.72,27.36,16.74,1.4,0.101,33,7.261,-27.2,1.4,8.4,1.71
5/26/19 12:57,3501.2,-7618.669,170458,6.31,97.4,5/26/19 12:57 PM,27.73,27.36,16.74,1.4,0.101,33,7.261,-27.2,1.3,7.2,1.5
5/26/19 13:00,3501.287,-7618.303,170802,9.11,39.31,5/26/19 1:00 PM,27.73,27.36,16.74,1.4,0.101,33,7.261,-27.1,1.3,9.11,1.9
5/26/19 13:03,3501.686,-7617.885,171102,11.2,40.81,5/26/19 1:03 PM,27.74,27.36,16.74,1.4,0.101,33,7.261,-27.1,1.201,10.2,2.11
5/26/19 13:06,3502.122,-7617.433,171406,11.2,40.31,5/26/19 1:06 PM,27.75,27.36,16.74,1.4,0.101,33,7.261,-27.1,1.1,8.51,1.8
5/26/19 13:09,3502.551,-7616.994,171706,11.11,39.6,5/26/19 1:09 PM,27.76,27.36,16.74,1.4,0.101,33,7.261,-27.2,1.3,9.01,1.9
5/26/19 13:12,3502.987,-7616.55,172010,11.11,40.81,5/26/19 1:12 PM,27.771,27.36,16.74,1.4,0.101,33,7.261,-27.1,1.201,9.61,2.01
5/26/19 13:15,3503.411,-7616.116,172310,11.01,39.6,5/26/19 1:15 PM,27.781,27.36,16.74,1.4,0.101,33,7.261,-27.1,1.201,8.51,1.8
5/26/19 13:18,3503.833,-7615.685,172610,11.01,40.31,5/26/19 1:18 PM,27.791,27.36,16.74,1.4,0.101,33,7.261,-27.1,1.201,7.61,1.61
5/26/19 13:21,3504.261,-7615.246,172914,10.9,40.41,5/26/19 1:21 PM,27.8,27.36,16.74,1.4,0.101,33,7.261,-27.1,1.1,7.51,1.61
5/26/19 13:24,3504.68,-7614.819,173214,11.01,39.71,5/26/19 1:24 PM,27.81,27.36,16.74,1.4,0.101,33,7.261,-27.1,1.201,8.01,1.71
5/26/19 13:27,3505.11,-7614.365,173520,11.01,42.71,5/26/19 1:27 PM,27.82,27.36,16.74,1.4,0.101,34,7.261,-27.1,1.201,5.11,1.11
5/26/19 13:30,3505.513,-7613.921,173818,11.01,43.01,5/26/19 1:30 PM,27.83,27.37,16.74,1.4,0.101,33,7.261,-27.1,1.3,9.9,2.11
5/26/19 13:33,3505.931,-7613.461,174122,11.01,43.1,5/26/19 1:33 PM,27.851,27.37,16.74,1.4,0.101,33,7.261,-27.1,1.1,11.9,2.51
5/26/19 13:36,3506.342,-7613.014,174422,11.01,41.1,5/26/19 1:36 PM,27.861,27.37,16.74,1.4,0.101,33,7.251,-27,1.3,8.9,1.8
5/26/19 13:39,3506.771,-7612.571,174726,11.01,39.51,5/26/19 1:39 PM,27.871,27.37,16.74,1.4,0.101,33,7.251,-27,1.1,7.2,1.5
5/26/19 13:42,3507.195,-7612.141,175026,11.11,39.41,5/26/19 1:42 PM,27.88,27.37,16.74,1.4,0.101,33,7.251,-27,1.3,5.51,1.11
5/26/19 13:45,3507.622,-7611.713,175326,11.11,40.01,5/26/19 1:45 PM,27.89,27.37,16.74,1.4,0.101,33,7.251,-27,1.3,10.31,2.11
5/26/19 13:48,3508.064,-7611.274,175630,11.11,38.6,5/26/19 1:48 PM,27.91,27.37,16.74,1.4,0.101,33,7.251,-27,1.4,6.31,1.3
5/26/19 13:51,3508.498,-7610.849,175930,11.11,38.81,5/26/19 1:51 PM,27.92,27.37,16.74,1.4,0.101,33,7.261,-27.1,1.1,8.7,1.8
5/26/19 13:54,3508.928,-7610.399,180234,11.11,42.6,5/26/19 1:54 PM,27.931,27.37,16.74,1.4,0.101,33,7.261,-27.1,1.3,9.9,2.11
5/26/19 13:57,3509.346,-7609.942,180534,11.2,41.21,5/26/19 1:57 PM,27.951,27.37,16.74,1.4,0.101,33,7.251,-27,1.3,8.7,1.8
5/26/19 14:00,3509.668,-7609.378,180838,11.11,58.6,5/26/19 2:00 PM,27.96,27.37,16.74,1.4,0.101,33,7.261,-27.1,1.201,8.01,1.71
5/26/19 14:03,3509.964,-7608.807,181138,11.01,56.6,5/26/19 2:03 PM,27.98,27.37,16.74,1.4,0.101,33,7.251,-27,1.3,10.11,2.11
5/26/19 14:06,3510.291,-7608.247,181442,11.11,54.71,5/26/19 2:06 PM,27.99,27.37,16.74,1.4,0.101,33,7.251,-27,1.5,5.11,1.11
5/26/19 14:09,3510.563,-7607.66,181742,11.01,65.4,5/26/19 2:09 PM,28.01,27.38,16.74,1.4,0.101,34,7.251,-27,1.3,9.2,1.9
5/26/19 14:12,3510.616,-7606.982,182046,11.01,96.2,5/26/19 2:12 PM,28.021,27.38,16.74,1.4,0.101,33,7.251,-27.1,1.201,8.51,1.8
5/26/19 14:15,3510.562,-7606.313,182346,11.01,95,5/26/19 2:15 PM,28.041,27.38,16.74,1.4,0.101,33,7.251,-27,1.201,6.51,1.3
5/26/19 14:18,3510.52,-7605.631,182650,10.7,94,5/26/19 2:18 PM,28.05,27.38,16.74,1.4,0.101,33,7.261,-27.1,1,11.2,2.31
5/26/19 14:21,3510.484,-7605.007,182950,9.81,93.6,5/26/19 2:21 PM,28.07,27.38,16.74,1.4,0.101,33,7.251,-27,1,7.41,1.5
5/26/19 14:24,3510.39,-7604.42,183256,9.31,101.7,5/26/19 2:24 PM,28.08,27.38,16.75,1.4,0.101,33,7.251,-27,1.3,6.7,1.4
5/26/19 14:27,3510.302,-7603.829,183554,10.81,99.81,5/26/19 2:27 PM,28.101,27.38,16.75,1.4,0.101,33,7.251,-27,1.3,7.81,1.61
5/26/19 14:30,3510.192,-7603.175,183854,10.9,103.9,5/26/19 2:30 PM,28.121,27.39,16.75,1.4,0.101,33,7.251,-27,1.1,7.51,1.5
5/26/19 14:33,3510.066,-7602.517,184158,10.7,103.7,5/26/19 2:33 PM,28.13,27.38,16.75,1.4,0.101,33,7.251,-27,1.3,7.51,1.5
5/26/19 14:36,3509.931,-7601.885,184458,10.61,109.2,5/26/19 2:36 PM,28.15,27.38,16.75,1.4,0.101,34,7.251,-27,1.1,10.31,2.11
5/26/19 14:39,3509.715,-7601.283,184802,10.31,118.6,5/26/19 2:39 PM,28.16,27.39,16.75,1.4,0.101,33,7.251,-27,1.3,10.2,2.11
5/26/19 14:42,3509.405,-7600.801,185102,9.4,140.01,5/26/19 2:42 PM,28.181,27.39,16.75,1.4,0.101,33,7.251,-27,1.201,11.31,2.31
5/26/19 14:45,3509.007,-7600.608,185406,7.2,159.4,5/26/19 2:45 PM,28.201,27.39,16.75,1.4,0.101,33,7.251,-27,1.5,6.61,1.4
5/26/19 14:48,3508.689,-7600.365,185706,8.2,156.9,5/26/19 2:48 PM,28.21,27.39,16.75,1.4,0.101,33,7.251,-27,1.3,7.11,1.5
5/26/19 14:51,3508.233,-7600.269,190010,9.4,177.61,5/26/19 2:51 PM,28.23,27.39,16.75,1.4,0.101,33,7.251,-26.9,1.4,6.31,1.3
5/26/19 14:54,3507.765,-7600.173,190310,9.31,165.4,5/26/19 2:54 PM,28.25,27.39,16.75,1.4,0.101,33,7.251,-26.9,1.201,7.61,1.61
5/26/19 14:57,3507.333,-7600.042,190614,7.41,169.31,5/26/19 2:57 PM,28.271,27.39,16.75,1.4,0.101,33,7.251,-26.9,1.201,6.11,1.3
5/26/19 15:00,3506.982,-7559.862,190914,9.2,142.31,5/26/19 3:00 PM,28.281,27.39,16.75,1.5,0.101,33,7.251,-27,1.3,7.91,1.61
5/26/19 15:03,3506.67,-7559.496,191214,7.91,78.31,5/26/19 3:03 PM,28.3,27.4,16.75,1.4,0.101,33,7.251,-27,1.3,6.81,1.4
5/26/19 15:06,3506.874,-7559.201,191518,4.41,56.1,5/26/19 3:06 PM,28.32,27.39,16.75,1.5,0.101,33,7.251,-27,1.4,3.41,0.7
5/26/19 15:09,3506.918,-7559.181,191818,0,329.51,5/26/19 3:09 PM,28.33,27.39,16.75,1.5,0.101,33,7.261,-27.1,1.3,8.61,1.8
5/26/19 15:12,3506.915,-7559.18,192122,0.11,329.51,5/26/19 3:12 PM,28.351,27.4,16.75,1.4,0.101,33,7.251,-27,1.1,8.01,1.71
5/26/19 15:15,3506.917,-7559.181,192422,0.11,329.51,5/26/19 3:15 PM,28.371,27.4,16.75,1.4,0.101,33,7.251,-26.9,1.3,4.7,1
5/26/19 15:18,3506.918,-7559.18,192726,0.11,329.51,5/26/19 3:18 PM,28.38,27.4,16.75,1.4,0.101,34,7.251,-26.8,1.4,7.7,1.61
5/26/19 15:21,3506.918,-7559.18,193026,0.11,329.51,5/26/19 3:21 PM,28.4,27.4,16.75,1.4,0.101,33,7.251,-26.9,1.1,11.01,2.31
5/26/19 15:24,3506.918,-7559.181,193326,0.11,329.51,5/26/19 3:24 PM,28.42,27.4,16.75,1.4,0.101,33,7.251,-26.9,1.3,7.7,1.61
5/26/19 15:27,3506.917,-7559.181,193630,0.11,329.51,5/26/19 3:27 PM,28.441,27.4,16.75,1.4,0.101,33,7.251,-27,1.1,10.11,2.11
5/26/19 15:30,3506.916,-7559.181,193930,0,329.51,5/26/19 3:30 PM,28.46,27.4,16.75,1.5,0.101,34,7.251,-26.8,1.3,5.7,1.21
5/26/19 15:33,3506.916,-7559.182,194234,0,329.51,5/26/19 3:33 PM,28.47,27.4,16.75,1.5,0.101,33,7.251,-27,1.4,8.7,1.8
5/26/19 15:36,3506.917,-7559.182,194534,0,329.51,5/26/19 3:36 PM,28.49,27.4,16.75,1.5,0.101,33,7.251,-26.8,1.201,5.01,1
5/26/19 15:39,3506.856,-7559.162,194834,1.11,165.21,5/26/19 3:39 PM,28.51,27.4,16.75,1.5,0.101,33,7.251,-26.8,1.201,6.91,1.4
5/26/19 15:42,3506.694,-7559.488,195138,8.51,207.9,5/26/19 3:42 PM,28.531,27.41,16.75,1.5,0.101,33,7.251,-26.9,1.201,6.51,1.3
5/26/19 15:45,3506.972,-7559.832,195438,11.7,337.8,5/26/19 3:45 PM,28.541,27.41,16.75,1.5,0.111,33,7.251,-26.8,1.201,5.01,1
5/26/19 15:48,3507.539,-7600.05,195742,11.51,343.71,5/26/19 3:48 PM,28.56,27.41,16.76,1.5,0.111,33,7.251,-26.9,1.1,8.81,1.8
5/26/19 15:51,3508.11,-7600.236,200042,12.01,352.51,5/26/19 3:51 PM,28.57,27.41,16.75,1.5,0.111,33,7.251,-26.8,1.3,3.41,0.7
5/26/19 15:54,3508.722,-7600.376,200346,11.81,341.3,5/26/19 3:54 PM,28.59,27.41,16.75,1.5,0.111,34,7.251,-26.8,1.3,8.7,1.8
5/26/19 15:57,3509.138,-7600.68,200646,9.31,336.71,5/26/19 3:57 PM,28.601,27.41,16.76,1.5,0.101,33,7.251,-26.8,1.3,6.7,1.4
5/26/19 16:00,3509.552,-7600.966,200950,9.61,317.8,5/26/19 4:00 PM,28.621,27.41,16.76,1.5,0.111,33,7.251,-26.8,1.3,7.81,1.61
5/26/19 16:03,3509.862,-7601.422,201250,9.9,300.11,5/26/19 4:03 PM,28.63,27.41,16.76,1.5,0.111,33,7.251,-26.8,1.1,8.51,1.8
5/26/19 16:06,3510.117,-7601.969,201550,10.4,299.4,5/26/19 4:06 PM,28.65,27.42,16.76,1.5,0.111,34,7.251,-26.8,1,8.31,1.71
5/26/19 16:09,3510.385,-7602.557,201854,11.01,299.51,5/26/19 4:09 PM,28.67,27.41,16.76,1.5,0.111,34,7.251,-26.8,1.201,12.01,2.51
5/26/19 16:12,3510.654,-7603.144,202154,11.01,299.21,5/26/19 4:12 PM,28.681,27.42,16.76,1.5,0.111,33,7.251,-27,1.4,7.91,1.61
5/26/19 16:15,3510.933,-7603.75,202502,10.7,299.71,5/26/19 4:15 PM,28.701,27.42,16.76,1.5,0.101,33,7.251,-26.7,1.201,10.7,2.21
5/26/19 16:18,3511.168,-7604.264,202758,9.11,299.11,5/26/19 4:18 PM,28.71,27.42,16.76,1.5,0.111,34,7.251,-26.8,1.3,6.81,1.4
5/26/19 16:21,3511.4,-7604.762,203102,9.31,299.61,5/26/19 4:21 PM,28.73,27.42,16.76,1.5,0.111,33,7.251,-26.7,1.1,8.61,1.8
5/26/19 16:24,3511.652,-7605.284,203402,10.4,300.71,5/26/19 4:24 PM,28.74,27.42,16.76,1.5,0.111,33,7.251,-26.8,1.1,5.91,1.21
5/26/19 16:27,3511.926,-7605.858,203706,10.7,299.8,5/26/19 4:27 PM,28.75,27.42,16.76,1.5,0.111,33,7.251,-26.9,1.4,9.7,2.01
5/26/19 16:30,3512.196,-7606.429,204006,10.9,300.3,5/26/19 4:30 PM,28.771,27.42,16.76,1.5,0.101,34,7.251,-26.7,1.3,8.01,1.71
5/26/19 16:33,3512.475,-7607.002,204306,11.01,301.11,5/26/19 4:33 PM,28.781,27.42,16.76,1.5,0.111,33,7.251,-26.7,1.201,9.81,2.01
5/26/19 16:36,3512.762,-7607.592,204610,10.9,301.01,5/26/19 4:36 PM,28.8,27.42,16.76,1.5,0.111,33,7.251,-26.7,1.1,6.31,1.3
5/26/19 16:39,3513.04,-7608.168,204910,10.9,300.21,5/26/19 4:39 PM,28.81,27.42,16.76,1.5,0.111,33,7.251,-26.8,1.201,12.01,2.51
5/26/19 16:42,3513.324,-7608.754,205214,10.81,300.71,5/26/19 4:42 PM,28.83,27.42,16.76,1.5,0.111,34,7.251,-26.8,1.1,7.01,1.4
5/26/19 16:45,3513.599,-7609.324,205514,10.81,300.4,5/26/19 4:45 PM,28.84,27.43,16.76,1.5,0.111,33,7.251,-26.7,1.4,7.51,1.61
5/26/19 16:48,3513.878,-7609.908,205818,10.81,300.01,5/26/19 4:48 PM,28.851,27.43,16.76,1.5,0.111,33,7.251,-26.8,1.3,3.31,0.7
5/26/19 16:51,3514.151,-7610.48,210118,10.9,300.21,5/26/19 4:51 PM,28.871,27.43,16.76,1.5,0.111,33,7.251,-26.8,1,10.11,2.11
5/26/19 16:54,3514.424,-7611.054,210418,10.81,300.4,5/26/19 4:54 PM,28.88,27.43,16.76,1.5,0.111,33,7.251,-26.9,1.3,8.31,1.71
5/26/19 16:57,3514.708,-7611.638,210722,10.9,300.61,5/26/19 4:57 PM,28.9,27.43,16.76,1.5,0.111,33,7.251,-26.8,1.3,10.31,2.11
5/26/19 17:00,3514.984,-7612.212,211022,10.9,300.61,5/26/19 5:00 PM,28.91,27.43,16.76,1.5,0.111,33,7.251,-26.6,1.4,11.2,2.31
5/26/19 17:03,3515.264,-7612.802,211326,10.9,299.61,5/26/19 5:03 PM,28.92,27.43,16.76,1.5,0.111,33,7.251,-26.7,1.3,11.2,2.31
5/26/19 17:06,3515.545,-7613.373,211626,10.9,302.4,5/26/19 5:06 PM,28.941,27.43,16.76,1.5,0.111,34,7.251,-26.7,1.3,8.61,1.8
5/26/19 17:09,3515.831,-7613.943,211926,10.9,301.4,5/26/19 5:09 PM,28.951,27.43,16.76,1.5,0.111,34,7.251,-26.7,1.4,10.4,2.11
5/26/19 17:12,3516.126,-7614.525,212230,11.01,301.61,5/26/19 5:12 PM,28.96,27.43,16.76,1.5,0.111,33,7.251,-26.8,1.1,4.2,0.9
5/26/19 17:15,3516.418,-7615.091,212530,10.81,302.8,5/26/19 5:15 PM,28.98,27.43,16.76,1.5,0.111,34,7.251,-26.7,1.1,7.91,1.61
5/26/19 17:18,3516.71,-7615.66,212834,10.61,301.8,5/26/19 5:18 PM,28.99,27.43,16.76,1.5,0.111,34,7.24,-26.5,1.3,7.7,1.61
5/26/19 17:21,3516.995,-7616.207,213134,10.51,302.01,5/26/19 5:21 PM,29,27.43,16.76,1.5,0.111,34,7.251,-26.6,1.201,9.4,2.01
5/26/19 17:24,3517.274,-7616.746,213434,10.4,302.01,5/26/19 5:24 PM,29.021,27.43,16.76,1.61,0.111,34,7.251,-26.6,1.1,5.61,1.21
5/26/19 17:27,3517.566,-7617.295,213738,10.61,305.71,5/26/19 5:27 PM,29.031,27.43,16.76,1.61,0.111,33,7.251,-26.6,1.3,10.31,2.11
5/26/19 17:30,3517.884,-7617.818,214038,10.61,310.61,5/26/19 5:30 PM,29.05,27.44,16.771,1.5,0.111,33,7.251,-26.7,1.1,8.2,1.71
5/26/19 17:33,3518.257,-7618.3,214342,10.61,316.61,5/26/19 5:33 PM,29.06,27.43,16.76,1.61,0.111,34,7.251,-26.8,1.201,4.61,1
5/26/19 17:36,3518.662,-7618.679,214642,10.2,339.3,5/26/19 5:36 PM,29.07,27.44,16.76,1.5,0.111,34,7.251,-26.6,1.201,7.31,1.5
5/26/19 17:39,3519.152,-7618.883,214946,10.01,340.8,5/26/19 5:39 PM,29.09,27.44,16.76,1.61,0.111,33,7.251,-26.7,1.1,8.61,1.8
5/26/19 17:42,3519.638,-7619.035,215246,9.9,343.8,5/26/19 5:42 PM,29.101,27.44,16.76,1.5,0.111,33,7.251,-26.7,1.201,4.11,0.81
5/26/19 17:45,3520.108,-7619.235,215546,9.7,345.51,5/26/19 5:45 PM,29.111,27.44,16.76,1.5,0.111,33,7.251,-26.6,1.4,9.9,2.01
5/26/19 17:48,3520.583,-7619.402,215850,9.61,342.01,5/26/19 5:48 PM,29.121,27.44,16.76,1.5,0.111,33,7.24,-26.4,1.201,9.7,2.01
5/26/19 17:51,3521.043,-7619.591,220150,9.7,341.01,5/26/19 5:51 PM,29.14,27.44,16.76,1.61,0.111,34,7.24,-26.5,1.3,5.91,1.21
5/26/19 17:54,3521.498,-7619.786,220450,9.51,341.71,5/26/19 5:54 PM,29.15,27.44,16.76,1.61,0.111,34,7.251,-26.6,1.201,7.7,1.61
5/26/19 17:57,3521.946,-7619.997,220754,9.4,339.4,5/26/19 5:57 PM,29.16,27.44,16.76,1.5,0.111,33,7.24,-26.4,1,11.51,2.41
5/26/19 18:00,3522.369,-7620.224,221054,9.01,330.11,5/26/19 6:00 PM,29.17,27.44,16.76,1.61,0.111,34,7.251,-26.6,1.1,8.01,1.71
5/26/19 18:03,3522.749,-7620.538,221400,8.7,323.71,5/26/19 6:03 PM,29.181,27.44,16.76,1.5,0.111,33,7.24,-26.4,1.1,5.61,1.21
5/26/19 18:06,3523.062,-7620.495,221658,8.2,46.6,5/26/19 6:06 PM,29.191,27.44,16.76,1.61,0.111,33,7.251,-26.6,1.201,6.2,1.3
5/26/19 18:09,3523.364,-7620.136,221958,8.31,43.41,5/26/19 6:09 PM,29.21,27.44,16.76,1.5,0.111,34,7.24,-26.4,1.3,9.01,1.9
5/26/19 18:12,3523.612,-7619.825,222302,5.91,51.6,5/26/19 6:12 PM,29.22,27.44,16.76,1.61,0.111,33,7.24,-26.5,1.201,12.31,2.61
5/26/19 18:15,3523.651,-7619.732,222602,1.5,128.9,5/26/19 6:15 PM,29.23,27.44,16.76,1.61,0.111,33,7.24,-26.5,1.4,6.81,1.4
5/26/19 18:18,3523.648,-7619.726,222906,0.11,144.81,5/26/19 6:18 PM,29.24,27.44,16.76,1.61,0.111,34,7.251,-26.7,1.201,3.81,0.81
5/27/19 6:24,3523.649,-7619.727,102738,0,144.81,5/27/19 6:24 AM,29.08,27.4,16.74,1.5,0.111,33,7.251,-26.6,1.201,5.51,1.11
5/27/19 6:27,3523.649,-7619.726,103042,0,144.81,5/27/19 6:27 AM,29.07,27.4,16.74,1.61,0.111,34,7.251,-26.7,1.3,10.9,2.31
5/27/19 6:30,3523.649,-7619.726,103342,0.11,144.81,5/27/19 6:30 AM,29.07,27.4,16.74,1.5,0.111,33,7.251,-26.7,1.3,7.11,1.5
5/27/19 6:33,3523.649,-7619.726,103646,0,144.81,5/27/19 6:33 AM,29.06,27.4,16.74,1.61,0.111,34,7.251,-26.9,1.1,5.51,1.11
5/27/19 6:36,3523.649,-7619.727,103946,0,144.81,5/27/19 6:36 AM,29.06,27.4,16.74,1.5,0.111,33,7.251,-26.9,1.201,6.81,1.4
5/27/19 6:39,3523.649,-7619.726,104250,0.11,144.81,5/27/19 6:39 AM,29.05,27.39,16.74,1.5,0.111,33,7.251,-26.7,1.201,5.61,1.21
5/27/19 6:42,3523.649,-7619.727,104546,0.11,144.81,5/27/19 6:42 AM,29.05,27.4,16.74,1.5,0.111,34,7.251,-26.7,1.201,8.61,1.8
5/27/19 6:45,3523.649,-7619.726,104850,0,144.81,5/27/19 6:45 AM,29.041,27.4,16.74,1.61,0.111,33,7.251,-26.7,1,7.41,1.5
5/27/19 6:48,3523.649,-7619.726,105154,0,144.81,5/27/19 6:48 AM,29.041,27.4,16.74,1.61,0.111,33,7.251,-26.7,1.201,5.2,1.11
5/27/19 6:51,3523.649,-7619.726,105454,0,144.81,5/27/19 6:51 AM,29.041,27.4,16.74,1.61,0.111,33,7.251,-26.9,1.201,5.91,1.21
5/27/19 6:54,3523.649,-7619.726,105758,0.11,144.81,5/27/19 6:54 AM,29.031,27.4,16.74,1.5,0.111,33,7.251,-26.6,1,8.2,1.71
5/27/19 6:57,3523.663,-7619.769,110058,3.91,285.8,5/27/19 6:57 AM,29.031,27.4,16.74,1.5,0.111,33,7.251,-26.7,1.201,9.01,1.9
5/27/19 7:00,3523.426,-7620.076,110402,7.91,225.9,5/27/19 7:00 AM,29.031,27.4,16.74,1.61,0.111,33,7.251,-26.9,1.1,8.51,1.8
5/27/19 7:03,3523.125,-7620.434,110702,8.51,224.21,5/27/19 7:03 AM,29.021,27.4,16.74,1.5,0.111,34,7.251,-26.6,1.3,9.31,1.9
5/27/19 7:06,3522.792,-7620.581,111006,8.2,138.71,5/27/19 7:06 AM,29.021,27.39,16.74,1.5,0.111,34,7.251,-26.8,1.201,11.7,2.41
5/27/19 7:09,3522.435,-7620.278,111306,9.01,148.4,5/27/19 7:09 AM,29.021,27.4,16.74,1.5,0.111,34,7.251,-26.7,1.3,7.41,1.5
5/27/19 7:12,3522.025,-7620.043,111606,9.31,158.01,5/27/19 7:12 AM,29.021,27.4,16.74,1.61,0.111,33,7.251,-26.7,1.201,5.01,1
5/27/19 7:15,3521.581,-7619.833,111910,9.31,160.31,5/27/19 7:15 AM,29.021,27.4,16.74,1.61,0.111,33,7.251,-26.8,1.201,6.7,1.4
5/27/19 7:18,3521.135,-7619.629,112210,9.61,162.31,5/27/19 7:18 AM,29.01,27.4,16.74,1.5,0.111,33,7.251,-26.7,1.201,3.61,0.81
5/27/19 7:21,3520.668,-7619.449,112514,9.4,162.31,5/27/19 7:21 AM,29.01,27.4,16.74,1.5,0.111,33,7.251,-26.9,1.3,10.81,2.21
5/27/19 7:24,3520.215,-7619.277,112814,9.51,162.61,5/27/19 7:24 AM,29.01,27.4,16.74,1.5,0.111,33,7.251,-26.7,1.3,6.81,1.4
5/27/19 7:27,3519.727,-7619.119,113118,10.11,164.51,5/27/19 7:27 AM,29.01,27.4,16.74,1.5,0.111,33,7.251,-26.7,1.3,7.81,1.61
5/27/19 7:30,3519.239,-7618.947,113418,10.11,162.9,5/27/19 7:30 AM,29.01,27.39,16.74,1.5,0.111,34,7.251,-26.9,1.1,4.7,1
5/27/19 7:33,3518.749,-7618.734,113722,10.2,160.4,5/27/19 7:33 AM,29,27.4,16.74,1.5,0.111,33,7.251,-26.8,1.201,7.7,1.61
5/27/19 7:36,3518.336,-7618.366,114022,10.7,135.01,5/27/19 7:36 AM,29,27.4,16.74,1.5,0.111,33,7.251,-26.8,1.3,8.51,1.8
5/27/19 7:39,3517.958,-7617.874,114326,10.7,129.9,5/27/19 7:39 AM,29,27.4,16.74,1.5,0.111,34,7.251,-26.6,1.1,12.2,2.51
5/27/19 7:42,3517.615,-7617.366,114626,10.81,130.01,5/27/19 7:42 AM,29,27.39,16.74,1.5,0.111,33,7.251,-26.6,1.4,8.01,1.71
5/27/19 7:45,3517.286,-7616.855,114926,10.4,128.81,5/27/19 7:45 AM,29,27.4,16.74,1.5,0.111,33,7.24,-26.5,1.201,4.11,0.9
5/27/19 7:48,3516.962,-7616.329,115230,10.51,126.7,5/27/19 7:48 AM,28.99,27.39,16.74,1.5,0.111,33,7.251,-26.6,1.3,10.9,2.31
5/27/19 7:51,3516.649,-7615.781,115534,10.7,124.1,5/27/19 7:51 AM,28.99,27.39,16.74,1.5,0.111,33,7.251,-26.9,1.1,9.81,2.01
5/27/19 7:54,3516.345,-7615.227,115834,10.9,123.81,5/27/19 7:54 AM,28.99,27.4,16.74,1.5,0.111,33,7.251,-26.6,1.201,4.01,0.81
5/27/19 7:57,3516.034,-7614.668,120134,11.11,123.9,5/27/19 7:57 AM,28.99,27.39,16.74,1.5,0.111,33,7.251,-26.7,1.1,7.7,1.61
5/27/19 8:00,3515.723,-7614.09,120438,11.11,122.5,5/27/19 8:00 AM,28.98,27.4,16.74,1.61,0.111,33,7.251,-26.7,1.3,5.01,1
5/27/19 8:03,3515.421,-7613.521,120738,11.01,123.1,5/27/19 8:03 AM,28.98,27.4,16.74,1.5,0.111,33,7.251,-26.8,1.1,5.81,1.21
5/27/19 8:06,3515.115,-7612.939,121042,11.11,123,5/27/19 8:06 AM,28.98,27.4,16.74,1.5,0.111,33,7.251,-26.6,1.3,8.81,1.8
5/27/19 8:09,3514.823,-7612.364,121342,11.11,121.4,5/27/19 8:09 AM,28.98,27.39,16.74,1.5,0.111,33,7.251,-26.9,1.201,10.11,2.11
5/27/19 8:12,3514.524,-7611.779,121646,11.01,122,5/27/19 8:12 AM,28.98,27.4,16.74,1.5,0.111,33,7.251,-26.6,1,8.7,1.8
5/27/19 8:15,3514.231,-7611.208,121946,11.11,122.31,5/27/19 8:15 AM,28.98,27.39,16.74,1.5,0.111,34,7.251,-26.8,1.4,8.4,1.71
5/27/19 8:18,3513.933,-7610.632,122246,11.11,122,5/27/19 8:18 AM,28.98,27.4,16.74,1.61,0.111,33,7.251,-26.8,1.201,5.91,1.21
5/27/19 8:21,3513.644,-7610.03,122550,11.11,119.6,5/27/19 8:21 AM,28.98,27.39,16.74,1.61,0.111,34,7.251,-26.9,1.5,7.81,1.61
5/27/19 8:24,3513.37,-7609.432,122850,11.2,119.1,5/27/19 8:24 AM,28.98,27.4,16.74,1.5,0.111,33,7.251,-26.7,1.201,7.41,1.5
5/27/19 8:27,3513.089,-7608.82,123154,11.31,119.4,5/27/19 8:27 AM,28.97,27.4,16.74,1.5,0.111,33,7.251,-26.7,1.3,6.31,1.3
5/27/19 8:30,3512.813,-7608.218,123454,11.2,118.9,5/27/19 8:30 AM,28.97,27.39,16.74,1.5,0.111,33,7.251,-26.7,1.3,10.4,2.11
5/27/19 8:33,3512.534,-7607.608,123758,11.11,118.6,5/27/19 8:33 AM,28.97,27.39,16.74,1.5,0.111,33,7.251,-26.9,1.3,5.61,1.21
5/27/19 8:36,3512.268,-7607.014,124058,11.01,117.6,5/27/19 8:36 AM,28.98,27.39,16.74,1.5,0.111,33,7.251,-26.8,1.201,13.2,2.71
5/27/19 8:39,3512.004,-7606.412,124402,10.9,118.5,5/27/19 8:39 AM,28.98,27.4,16.74,1.5,0.111,33,7.251,-26.6,1.201,7.81,1.61
