Date_Time,LatDDMMmm,LongDDMMmm,UTC,SOG,COG,Date_Time,Temp,SpCond,Salinity,DOsat,DOConc,DOCharge,pH,pHmV,Turbidity,Chlorophyll,Fluorescence
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
1/1/19 6:45,3506.918,-7559.182,115002,0,161.31,1/1/19 6:45 AM,18.14,25.74,15.76,1.21,0.101,74.7,6.381,-16.6,0.701,4.81,0.9
1/1/19 6:48,3506.917,-7559.184,115306,0,161.31,1/1/19 6:48 AM,18.14,25.74,15.76,1.21,0.101,73.8,6.381,-16.6,0.601,6.31,1.21
1/1/19 6:51,3506.917,-7559.183,115606,0.11,161.31,1/1/19 6:51 AM,18.14,25.74,15.76,1.21,0.101,74.7,6.381,-16.5,0.601,9.51,1.8
1/1/19 6:54,3506.918,-7559.183,115910,0,161.31,1/1/19 6:54 AM,18.14,25.75,15.771,1.21,0.101,75.8,6.381,-16.6,0.701,2.91,0.61
1/1/19 6:57,3506.918,-7559.182,120210,0.11,161.31,1/1/19 6:57 AM,18.13,25.71,15.75,1.21,0.101,73.8,6.391,-16.6,0.701,5.61,1.11
1/1/19 7:00,3506.918,-7559.184,120514,0,161.31,1/1/19 7:00 AM,18.13,25.72,15.75,1.21,0.101,75.8,6.381,-16.6,0.601,6.2,1.21
1/1/19 7:03,3506.916,-7559.183,120814,0,161.31,1/1/19 7:03 AM,18.13,25.76,15.78,1.21,0.101,74.7,6.381,-16.6,0.601,6.41,1.3
1/1/19 7:06,3506.918,-7559.183,121118,0,161.31,1/1/19 7:06 AM,18.13,25.74,15.76,1.21,0.101,74.7,6.381,-16.5,0.601,7.7,1.5
1/1/19 7:09,3506.919,-7559.181,121422,0,161.31,1/1/19 7:09 AM,18.13,25.75,15.771,1.21,0.101,74.7,6.381,-16.4,0.701,6.11,1.21
1/1/19 7:12,3506.919,-7559.183,121726,0,161.31,1/1/19 7:12 AM,18.121,25.75,15.771,1.21,0.101,74.7,6.381,-16.5,0.701,3.41,0.7
1/1/19 7:15,3506.921,-7559.182,122026,0,161.31,1/1/19 7:15 AM,18.13,25.76,15.78,1.21,0.101,75.8,6.381,-16.5,0.601,7.61,1.5
1/1/19 7:18,3506.919,-7559.184,122326,0.11,161.31,1/1/19 7:18 AM,18.121,25.74,15.771,1.21,0.101,73.8,6.381,-16.3,0.701,5.61,1.11
1/1/19 7:21,3506.918,-7559.183,122630,0,161.31,1/1/19 7:21 AM,18.121,25.76,15.78,1.21,0.101,74.7,6.381,-16.5,0.501,6.81,1.3
1/1/19 7:24,3506.918,-7559.183,122930,0,161.31,1/1/19 7:24 AM,18.121,25.76,15.78,1.21,0.101,74.7,6.381,-16.3,0.501,2.21,0.41
1/1/19 7:27,3506.855,-7559.181,123234,1.3,189.11,1/1/19 7:27 AM,18.121,25.76,15.78,1.21,0.101,74.7,6.381,-16.3,0.601,6.51,1.3
1/1/19 7:30,3506.673,-7559.534,123538,9.01,249.21,1/1/19 7:30 AM,18.121,25.76,15.78,1.21,0.101,73.8,6.381,-16.3,0.601,5.91,1.11
1/1/19 7:33,3507.085,-7559.894,123838,11.2,339.4,1/1/19 7:33 AM,18.121,25.75,15.771,1.21,0.101,74.7,6.381,-16.3,0.601,3.91,0.81
1/1/19 7:36,3507.623,-7600.099,124142,11.01,343.21,1/1/19 7:36 AM,18.121,25.76,15.78,1.21,0.101,74.7,6.381,-16.3,0.701,3.21,0.61
1/1/19 7:39,3508.176,-7600.241,124442,11.61,353.4,1/1/19 7:39 AM,18.121,25.76,15.78,1.21,0.101,74.7,6.381,-16.3,0.601,3.61,0.7
1/1/19 7:42,3508.743,-7600.395,124746,10.7,337.11,1/1/19 7:42 AM,18.121,25.76,15.78,1.21,0.101,74.7,6.381,-16.3,0.801,9.01,1.8
1/1/19 7:45,3509.178,-7600.692,125050,10.01,337.21,1/1/19 7:45 AM,18.121,25.76,15.78,1.21,0.101,74.7,6.381,-16.3,0.601,10.61,2.11
1/1/19 7:48,3509.616,-7600.99,125350,10.4,322.9,1/1/19 7:48 AM,18.111,25.76,15.78,1.21,0.101,73.8,6.381,-16.5,0.801,4.7,0.9
1/1/19 7:51,3510.04,-7601.423,125654,11.11,318.9,1/1/19 7:51 AM,18.111,25.76,15.78,1.21,0.101,74.7,6.381,-16.2,0.701,5.2,1
1/1/19 7:54,3510.257,-7602.015,125954,10.9,279.9,1/1/19 7:54 AM,18.111,25.76,15.78,1.21,0.101,74.7,6.381,-16.2,0.701,4.51,0.9
1/1/19 7:57,3510.362,-7602.674,130258,10.81,282.71,1/1/19 7:57 AM,18.111,25.76,15.78,1.21,0.101,74.7,6.381,-16.2,0.601,7.01,1.4
1/1/19 8:00,3510.471,-7603.338,130602,10.9,281.51,1/1/19 8:00 AM,18.111,25.76,15.78,1.21,0.101,75.8,6.381,-16.2,0.701,4.61,0.9
1/1/19 8:03,3510.552,-7603.982,130902,10.4,277.4,1/1/19 8:03 AM,18.101,25.76,15.78,1.21,0.101,74.7,6.381,-16.4,0.501,4.01,0.81
1/1/19 8:06,3510.63,-7604.585,131206,9.51,279.61,1/1/19 8:06 AM,18.101,25.76,15.78,1.21,0.101,74.7,6.381,-16.2,0.601,5.2,1
1/1/19 8:09,3510.695,-7605.192,131506,10.31,276.21,1/1/19 8:09 AM,18.101,25.71,15.75,1.21,0.101,74.7,6.381,-16.5,0.701,6.51,1.3
1/1/19 8:12,3510.771,-7605.846,131814,10.4,278.61,1/1/19 8:12 AM,18.09,25.68,15.72,1.11,0.101,74.7,6.381,-16.4,0.701,8.9,1.71
1/1/19 8:15,3510.813,-7606.465,132110,10.31,257.71,1/1/19 8:15 AM,18.09,25.69,15.73,1.21,0.101,74.7,6.381,-16.3,0.601,10.51,2.01
1/1/19 8:18,3510.71,-7607.111,132414,10.51,258.8,1/1/19 8:18 AM,18.09,25.67,15.72,1.21,0.101,75.8,6.381,-16.2,0.601,4.7,0.9
1/1/19 8:21,3510.608,-7607.758,132718,10.51,259.4,1/1/19 8:21 AM,18.09,25.7,15.74,1.21,0.101,74.7,6.371,-16.2,0.601,7.61,1.5
1/1/19 8:24,3510.501,-7608.386,133018,10.61,259.3,1/1/19 8:24 AM,18.08,25.68,15.73,1.21,0.101,75.8,6.371,-16.1,0.601,6.31,1.21
1/1/19 8:27,3510.388,-7609.033,133322,10.51,248.51,1/1/19 8:27 AM,18.08,25.76,15.78,1.21,0.101,75.8,6.371,-16.2,0.601,6.41,1.21
1/1/19 8:30,3510.019,-7609.501,133622,10.9,220.21,1/1/19 8:30 AM,18.08,25.76,15.78,1.21,0.101,74.7,6.371,-16,0.801,4.2,0.81
1/1/19 8:33,3509.584,-7609.935,133926,11.01,218.81,1/1/19 8:33 AM,18.07,25.76,15.78,1.11,0.101,74.7,6.371,-16.1,0.601,4.51,0.9
1/1/19 8:36,3509.152,-7610.366,134230,10.9,219.81,1/1/19 8:36 AM,18.07,25.76,15.78,1.21,0.101,74.7,6.371,-16,0.701,6.2,1.21
1/1/19 8:39,3508.732,-7610.787,134530,10.81,220.21,1/1/19 8:39 AM,18.07,25.76,15.78,1.21,0.101,74.7,6.371,-16,0.601,5.11,1
1/1/19 8:42,3508.304,-7611.219,134834,10.9,220.61,1/1/19 8:42 AM,18.06,25.76,15.78,1.11,0.101,74.7,6.371,-16,0.701,7.7,1.5
1/1/19 8:45,3507.88,-7611.642,135134,10.9,218.71,1/1/19 8:45 AM,18.06,25.76,15.78,1.21,0.101,74.7,6.371,-16.1,0.701,7.11,1.4
1/1/19 8:48,3507.445,-7612.067,135438,10.9,219.11,1/1/19 8:48 AM,18.05,25.76,15.78,1.11,0.101,75.8,6.371,-16,0.701,8.2,1.61
1/1/19 8:51,3507.017,-7612.484,135738,10.9,219.01,1/1/19 8:51 AM,18.05,25.76,15.78,1.21,0.101,74.7,6.371,-15.9,0.501,5.61,1.11
1/1/19 8:54,3506.58,-7612.906,140042,10.9,219.11,1/1/19 8:54 AM,18.05,25.76,15.78,1.11,0.101,74.7,6.371,-15.9,0.601,2.41,0.5
1/1/19 8:57,3506.15,-7613.316,140342,10.9,217.61,1/1/19 8:57 AM,18.041,25.76,15.78,1.21,0.101,74.7,6.371,-15.81,0.701,6.51,1.3
1/1/19 9:00,3505.715,-7613.738,140646,10.9,218.4,1/1/19 9:00 AM,18.041,25.76,15.78,1.21,0.101,74.7,6.371,-15.9,0.701,5.81,1.11
1/1/19 9:03,3505.282,-7614.163,140950,10.9,219.61,1/1/19 9:03 AM,18.031,25.76,15.78,1.21,0.101,74.7,6.371,-15.9,0.701,4.31,0.81
1/1/19 9:06,3504.858,-7614.579,141250,10.9,219.4,1/1/19 9:06 AM,18.031,25.76,15.78,1.21,0.101,74.7,6.371,-15.9,0.701,2.51,0.5
1/1/19 9:09,3504.428,-7614.997,141554,10.7,218.4,1/1/19 9:09 AM,18.031,25.76,15.78,1.11,0.101,74.7,6.371,-15.81,0.601,8.01,1.5
1/1/19 9:12,3503.995,-7615.412,141858,10.7,218.11,1/1/19 9:12 AM,18.021,25.76,15.78,1.11,0.101,74.7,6.381,-16.5,0.601,7.61,1.5
1/1/19 9:15,3503.571,-7615.816,142158,10.7,217.9,1/1/19 9:15 AM,18.021,25.76,15.78,1.11,0.101,74.7,6.371,-15.9,0.801,10.51,2.01
1/1/19 9:18,3503.152,-7616.228,142458,10.7,218.01,1/1/19 9:18 AM,18.01,25.76,15.78,1.11,0.101,74.7,6.371,-15.81,0.801,2.71,0.5
1/1/19 9:21,3502.73,-7616.657,142802,10.7,220.9,1/1/19 9:21 AM,18.01,25.76,15.78,1.11,0.101,73.8,6.371,-15.9,1.1,3.51,0.7
1/1/19 9:24,3502.318,-7617.081,143102,10.7,220.31,1/1/19 9:24 AM,18.01,25.76,15.78,1.11,0.101,74.7,6.361,-15.7,0.9,5.81,1.11
1/1/19 9:27,3501.898,-7617.513,143406,10.61,221.11,1/1/19 9:27 AM,18,25.76,15.78,1.11,0.101,74.7,6.371,-15.81,0.9,3.41,0.7
1/1/19 9:30,3501.491,-7617.95,143710,10.51,227.4,1/1/19 9:30 AM,18,25.76,15.78,1.11,0.101,74.7,6.361,-15.7,0.801,6.81,1.3
1/1/19 9:33,3501.177,-7618.455,144010,10.01,249.51,1/1/19 9:33 AM,18,25.76,15.78,1.11,0.101,74.7,6.371,-15.81,0.701,5.61,1.11
1/1/19 9:36,3501.186,-7618.799,144314,1.5,91.2,1/1/19 9:36 AM,17.99,25.76,15.78,1.11,0.091,74.7,6.361,-15.7,0.601,4.01,0.81
1/1/19 9:39,3501.148,-7618.82,144614,0.11,251.71,1/1/19 9:39 AM,17.99,25.75,15.771,1.11,0.101,74.7,6.371,-15.7,0.701,5.41,1.11
1/1/19 9:42,3501.151,-7618.819,144918,0.11,251.71,1/1/19 9:42 AM,17.99,25.76,15.78,1.11,0.101,74.7,6.361,-15.7,0.801,5.01,1
1/1/19 9:45,3501.151,-7618.819,145218,0.11,251.71,1/1/19 9:45 AM,17.99,25.76,15.78,1.11,0.101,73.8,6.361,-15.7,1,8.31,1.61
1/1/19 9:48,3501.146,-7618.819,145522,0.11,251.71,1/1/19 9:48 AM,17.99,25.76,15.78,1.11,0.101,74.7,6.371,-15.81,1,6.61,1.3
1/1/19 9:51,3501.148,-7618.818,145822,0.11,251.71,1/1/19 9:51 AM,17.98,25.76,15.78,1.21,0.101,74.7,6.361,-15.61,0.9,4.81,0.9
1/1/19 9:54,3501.146,-7618.82,150126,0,251.71,1/1/19 9:54 AM,17.98,25.76,15.78,1.11,0.101,74.7,6.361,-15.7,0.701,6.91,1.3
1/1/19 9:57,3501.148,-7618.821,150426,0.11,251.71,1/1/19 9:57 AM,17.98,25.76,15.78,1.11,0.101,74.7,6.361,-15.61,0.9,6.31,1.21
1/1/19 10:00,3501.148,-7618.82,150730,0,251.71,1/1/19 10:00 AM,17.98,25.75,15.78,1.11,0.101,74.7,6.361,-15.61,0.801,5.11,1
1/1/19 10:03,3501.149,-7618.819,151034,0.11,251.71,1/1/19 10:03 AM,17.98,25.75,15.771,1.11,0.101,74.7,6.361,-15.61,0.9,4.91,1
1/1/19 10:06,3501.148,-7618.822,151334,0.11,251.71,1/1/19 10:06 AM,17.98,25.75,15.771,1.11,0.101,74.7,6.361,-15.61,0.9,5.31,1
1/1/19 10:09,3501.149,-7618.818,151638,0.11,251.71,1/1/19 10:09 AM,17.98,25.75,15.771,1.11,0.101,74.7,6.361,-15.61,0.9,5.11,1
1/1/19 10:12,3501.148,-7618.818,151940,0.11,251.71,1/1/19 10:12 AM,17.99,25.66,15.71,1.11,0.101,74.7,6.361,-15.61,0.801,6.31,1.21
1/1/19 10:15,3501.15,-7618.818,152242,0.11,251.71,1/1/19 10:15 AM,17.99,25.65,15.7,1.11,0.101,74.7,6.361,-15.7,0.801,3.61,0.7
1/1/19 10:18,3501.149,-7618.819,152542,0.11,251.71,1/1/19 10:18 AM,17.99,25.65,15.7,1.11,0.101,74.7,6.361,-15.61,0.701,4.31,0.81
1/1/19 10:21,3501.147,-7618.818,152846,0,251.71,1/1/19 10:21 AM,17.99,25.74,15.771,1.11,0.091,74.7,6.361,-15.61,0.701,2.71,0.5
1/1/19 10:24,3501.202,-7618.655,153146,7.81,94.81,1/1/19 10:24 AM,17.99,25.62,15.69,1.11,0.101,74.7,6.361,-15.61,0.701,3.41,0.7
1/1/19 10:27,3501.393,-7618.169,153450,11.11,42.71,1/1/19 10:27 AM,17.99,25.63,15.69,1.11,0.101,74.7,6.361,-15.61,0.601,1.9,0.41
1/1/19 10:30,3501.826,-7617.713,153750,11.51,40.71,1/1/19 10:30 AM,17.99,25.63,15.69,1.11,0.101,73.8,6.361,-15.51,0.701,7.01,1.4
1/1/19 10:33,3502.27,-7617.245,154054,11.4,41.21,1/1/19 10:33 AM,18,25.62,15.69,1.11,0.101,74.7,6.361,-15.51,0.701,3.31,0.7
1/1/19 10:36,3502.704,-7616.789,154354,11.4,41.01,1/1/19 10:36 AM,18,25.62,15.69,1.11,0.101,74.7,6.361,-15.51,0.701,5.41,1
1/1/19 10:39,3503.149,-7616.324,154658,11.4,40.01,1/1/19 10:39 AM,18,25.62,15.69,1.11,0.101,74.7,6.361,-15.51,0.801,8.7,1.71
1/1/19 10:42,3503.587,-7615.873,154958,11.4,40.71,1/1/19 10:42 AM,18,25.61,15.681,1.11,0.101,74.7,6.361,-15.51,0.601,8.2,1.61
1/1/19 10:45,3504.035,-7615.413,155302,11.4,40.6,1/1/19 10:45 AM,18,25.62,15.681,1.11,0.101,74.7,6.361,-15.7,0.801,5.81,1.11
1/1/19 10:48,3504.484,-7614.953,155606,11.4,40.31,1/1/19 10:48 AM,18,25.74,15.771,1.11,0.101,74.7,6.361,-15.61,0.801,6.41,1.21
1/1/19 10:51,3504.923,-7614.502,155906,11.4,39.71,1/1/19 10:51 AM,18.01,25.75,15.771,1.21,0.101,74.7,6.361,-15.51,0.801,6.31,1.21
1/1/19 10:54,3505.372,-7614.052,160210,11.31,39.81,1/1/19 10:54 AM,18.01,25.75,15.771,1.11,0.101,74.7,6.361,-15.51,0.701,5.81,1.11
1/1/19 10:57,3505.81,-7613.609,160510,11.31,40.1,1/1/19 10:57 AM,18.01,25.75,15.771,1.11,0.101,74.7,6.361,-15.51,0.801,5.91,1.11
1/1/19 11:00,3506.257,-7613.155,160814,11.31,40.01,1/1/19 11:00 AM,18.01,25.75,15.771,1.11,0.101,73.8,6.361,-15.7,0.701,7.51,1.5
1/1/19 11:03,3506.69,-7612.713,161114,11.31,40.51,1/1/19 11:03 AM,18.021,25.69,15.73,1.11,0.101,74.7,6.361,-15.61,0.701,4.61,0.9
1/1/19 11:06,3507.136,-7612.265,161418,11.2,39.1,1/1/19 11:06 AM,18.021,25.75,15.771,1.21,0.101,74.7,6.361,-15.61,0.701,6.51,1.3
1/1/19 11:09,3507.582,-7611.816,161722,11.31,39.1,1/1/19 11:09 AM,18.021,25.76,15.78,1.21,0.101,74.7,6.361,-15.61,0.701,6.81,1.3
1/1/19 11:12,3508.02,-7611.375,162022,11.31,39.6,1/1/19 11:12 AM,18.021,25.75,15.771,1.21,0.101,74.7,6.361,-15.7,0.601,4.11,0.81
1/1/19 11:15,3508.462,-7610.941,162322,11.31,38.41,1/1/19 11:15 AM,18.031,25.75,15.771,1.21,0.101,74.7,6.361,-15.61,0.601,5.61,1.11
1/1/19 11:18,3508.911,-7610.493,162626,11.31,40.91,1/1/19 11:18 AM,18.031,25.76,15.78,1.21,0.101,74.7,6.361,-15.51,0.701,6.81,1.3
1/1/19 11:21,3509.321,-7610.018,162926,11.2,43.71,1/1/19 11:21 AM,18.031,25.76,15.78,1.21,0.101,74.7,6.361,-15.61,0.601,5.2,1
1/1/19 11:24,3509.677,-7609.47,163230,11.11,57.41,1/1/19 11:24 AM,18.041,25.76,15.78,1.21,0.101,73.8,6.361,-15.61,0.801,4.7,0.9
1/1/19 11:27,3509.922,-7608.876,163530,10.7,67.6,1/1/19 11:27 AM,18.041,25.76,15.78,1.21,0.101,73.8,6.371,-15.7,0.701,7.31,1.4
1/1/19 11:30,3510.175,-7608.276,163834,11.01,63.31,1/1/19 11:30 AM,18.05,25.75,15.771,1.21,0.101,74.7,6.361,-15.51,0.801,2.41,0.5
1/1/19 11:33,3510.421,-7607.67,164134,11.11,62.1,1/1/19 11:33 AM,18.05,25.75,15.771,1.21,0.101,74.7,6.361,-15.51,0.601,6.81,1.3
1/1/19 11:36,3510.539,-7607.022,164438,10.9,95.5,1/1/19 11:36 AM,18.06,25.75,15.771,1.21,0.101,75.8,6.361,-15.61,0.701,7.2,1.4
1/1/19 11:39,3510.491,-7606.352,164738,11.01,93.5,1/1/19 11:39 AM,18.06,25.72,15.75,1.21,0.101,74.7,6.361,-15.51,0.701,6.51,1.3
1/1/19 11:42,3510.445,-7605.673,165042,10.9,93.9,1/1/19 11:42 AM,18.06,25.68,15.72,1.21,0.101,74.7,6.361,-15.51,0.801,5.91,1.11
1/1/19 11:45,3510.386,-7605.02,165346,10.11,97.4,1/1/19 11:45 AM,18.07,25.69,15.73,1.21,0.101,74.7,6.361,-15.51,0.701,2.11,0.41
1/1/19 11:48,3510.341,-7604.427,165646,9.7,95.9,1/1/19 11:48 AM,18.07,25.7,15.74,1.21,0.101,73.8,6.361,-15.51,0.701,7.11,1.4
1/1/19 11:51,3510.287,-7603.77,165950,11.31,95.9,1/1/19 11:51 AM,18.08,25.65,15.71,1.21,0.101,75.8,6.361,-15.4,0.701,4.11,0.81
1/1/19 11:54,3510.224,-7603.076,170250,11.31,97.81,1/1/19 11:54 AM,18.08,25.69,15.73,1.21,0.101,74.7,6.361,-15.4,0.701,6.2,1.21
1/1/19 11:57,3510.125,-7602.383,170554,11.2,101.7,1/1/19 11:57 AM,18.09,25.76,15.78,1.21,0.101,74.7,6.361,-15.51,0.601,5.11,1
1/1/19 12:00,3509.981,-7601.721,170854,11.2,106,1/1/19 12:00 PM,18.09,25.76,15.78,1.21,0.101,75.8,6.361,-15.4,0.701,4.51,0.9
1/1/19 12:03,3509.74,-7601.107,171158,10.81,128.4,1/1/19 12:03 PM,18.09,25.76,15.78,1.21,0.101,74.7,6.361,-15.51,0.701,7.41,1.4
1/1/19 12:06,3509.308,-7600.762,171458,10.2,159.81,1/1/19 12:06 PM,18.101,25.64,15.7,1.21,0.101,73.8,6.381,-16.4,0.701,5.51,1.11
1/1/19 12:09,3508.841,-7600.489,171806,10.2,138.4,1/1/19 12:09 PM,18.101,25.61,15.681,1.21,0.101,74.7,6.361,-15.61,0.601,4.51,0.9
1/1/19 12:12,3508.359,-7600.275,172102,12.11,172.61,1/1/19 12:12 PM,18.111,25.68,15.72,1.21,0.101,73.8,6.361,-15.61,0.601,5.91,1.21
1/1/19 12:15,3507.747,-7600.151,172406,11.61,168.51,1/1/19 12:15 PM,18.121,25.74,15.76,1.21,0.101,74.7,6.361,-15.51,0.601,9.31,1.8
1/1/19 12:18,3507.193,-7559.954,172706,11.81,161.81,1/1/19 12:18 PM,18.121,25.74,15.771,1.21,0.101,74.7,6.361,-15.51,0.701,2.31,0.41
1/1/19 12:21,3506.67,-7559.622,173010,10.51,123.31,1/1/19 12:21 PM,18.13,25.73,15.76,1.21,0.101,74.7,6.361,-15.51,0.601,1.9,0.41
1/1/19 12:24,3506.86,-7559.261,173310,6.31,97.4,1/1/19 12:24 PM,18.13,25.73,15.76,1.21,0.101,74.7,6.361,-15.4,0.601,2.61,0.5
1/1/19 12:27,3506.914,-7559.181,173614,0.41,341.71,1/1/19 12:27 PM,18.14,25.74,15.771,1.21,0.111,74.7,6.361,-15.51,0.601,6.7,1.3
1/1/19 12:30,3506.917,-7559.182,173914,0.11,348.9,1/1/19 12:30 PM,18.14,25.72,15.75,1.21,0.111,75.8,6.361,-15.51,0.701,4.81,0.9
1/1/19 12:33,3506.918,-7559.182,174218,0,348.9,1/1/19 12:33 PM,18.15,25.68,15.73,1.21,0.111,73.8,6.361,-15.4,0.601,6.81,1.3
1/1/19 12:36,3506.918,-7559.183,174518,0,348.9,1/1/19 12:36 PM,18.15,25.73,15.76,1.21,0.101,74.7,6.361,-15.51,0.701,8.01,1.5
1/1/19 12:39,3506.918,-7559.183,174818,0,348.9,1/1/19 12:39 PM,18.16,25.74,15.76,1.21,0.111,74.7,6.361,-15.4,0.701,10.81,2.11
1/1/19 12:42,3506.917,-7559.182,175122,0,348.9,1/1/19 12:42 PM,18.17,25.72,15.75,1.21,0.111,74.7,6.361,-15.4,0.601,4.31,0.81
1/1/19 12:45,3506.916,-7559.183,175422,0,348.9,1/1/19 12:45 PM,18.17,25.7,15.74,1.21,0.111,74.7,6.361,-15.51,0.701,3.71,0.7
1/1/19 12:48,3506.917,-7559.182,175726,0,348.9,1/1/19 12:48 PM,18.181,25.68,15.72,1.21,0.111,74.7,6.361,-15.4,0.701,8.01,1.61
1/1/19 13:03,3506.916,-7559.183,180302,0,348.9,1/1/19 1:03 PM,18.201,25.75,15.771,1.21,0.111,74.7,6.361,-15.4,0.701,7.31,1.4
1/1/19 13:06,3506.916,-7559.183,180606,0,348.9,1/1/19 1:06 PM,18.201,25.75,15.771,1.21,0.111,74.7,6.361,-15.31,0.601,6.61,1.3
1/1/19 13:09,3506.917,-7559.183,180906,0.11,348.9,1/1/19 1:09 PM,18.21,25.75,15.771,1.21,0.101,75.8,6.361,-15.4,0.601,4.11,0.81
1/1/19 13:12,3506.917,-7559.182,181210,0,348.9,1/1/19 1:12 PM,18.22,25.7,15.74,1.21,0.111,74.7,6.361,-15.4,0.701,7.2,1.4
1/1/19 13:15,3506.917,-7559.183,181510,0,348.9,1/1/19 1:15 PM,18.23,25.7,15.74,1.21,0.111,74.7,6.361,-15.4,0.701,9.81,1.9
1/1/19 13:18,3506.917,-7559.182,181814,0,348.9,1/1/19 1:18 PM,18.24,25.74,15.76,1.21,0.111,74.7,6.361,-15.4,0.601,3.11,0.61
1/1/19 13:21,3506.917,-7559.182,182114,0,348.9,1/1/19 1:21 PM,18.25,25.71,15.75,1.21,0.111,74.7,6.361,-15.4,0.601,5.01,1
1/1/19 13:24,3506.916,-7559.182,182418,0,348.9,1/1/19 1:24 PM,18.26,25.69,15.73,1.21,0.101,75.8,6.361,-15.4,0.701,6.11,1.21
1/1/19 13:27,3506.917,-7559.182,182718,0,348.9,1/1/19 1:27 PM,18.26,25.68,15.73,1.21,0.101,74.7,6.361,-15.51,0.801,5.61,1.11
1/1/19 13:30,3506.918,-7559.183,183018,0,348.9,1/1/19 1:30 PM,18.271,25.64,15.7,1.21,0.111,74.7,6.361,-15.51,0.701,6.01,1.21
1/1/19 13:33,3506.866,-7559.296,183322,8.31,277.21,1/1/19 1:33 PM,18.281,25.67,15.72,1.21,0.111,75.8,6.361,-15.51,0.601,4.51,0.9
1/1/19 13:36,3506.705,-7559.637,183622,9.11,311.11,1/1/19 1:36 PM,18.291,25.69,15.73,1.21,0.111,75.8,6.361,-15.4,0.701,5.41,1.11
1/1/19 13:39,3507.149,-7559.93,183926,10.01,341.51,1/1/19 1:39 PM,18.3,25.69,15.73,1.21,0.101,75.8,6.361,-15.4,0.601,8.61,1.71
1/1/19 13:42,3507.636,-7600.093,184226,10.2,343.3,1/1/19 1:42 PM,18.31,25.66,15.71,1.21,0.111,74.7,6.361,-15.4,0.701,9.81,1.9
1/1/19 13:45,3508.147,-7600.233,184530,10.31,349.51,1/1/19 1:45 PM,18.32,25.69,15.73,1.21,0.111,74.7,6.361,-15.4,0.601,5.01,1
1/1/19 13:48,3508.652,-7600.357,184830,10.01,338.11,1/1/19 1:48 PM,18.33,25.69,15.73,1.21,0.111,75.8,6.361,-15.51,0.701,3.31,0.61
1/1/19 13:51,3509.058,-7600.629,185134,8.9,335.9,1/1/19 1:51 PM,18.34,25.71,15.74,1.3,0.111,75.8,6.361,-15.31,0.601,2.91,0.61
1/1/19 13:54,3509.483,-7600.868,185434,9.9,330.11,1/1/19 1:54 PM,18.34,25.72,15.75,1.3,0.111,74.7,6.391,-16.8,0.601,7.11,1.4
1/1/19 13:57,3509.826,-7601.339,185738,10.51,302.4,1/1/19 1:57 PM,18.351,25.7,15.74,1.3,0.111,74.7,6.361,-15.61,0.701,4.41,0.9
1/1/19 14:00,3510.119,-7601.884,190038,10.7,303.4,1/1/19 2:00 PM,18.361,25.68,15.72,1.3,0.111,73.8,6.361,-15.51,0.701,4.61,0.9
1/1/19 14:03,3510.423,-7602.443,190342,10.7,303.61,1/1/19 2:03 PM,18.371,25.69,15.73,1.3,0.111,74.7,6.361,-15.61,0.701,4.01,0.81
1/1/19 14:06,3510.722,-7602.993,190642,10.9,302.61,1/1/19 2:06 PM,18.38,25.71,15.74,1.3,0.111,74.7,6.441,-18.9,0.701,5.2,1
1/1/19 14:09,3511.015,-7603.567,190946,10.7,301.61,1/1/19 2:09 PM,18.38,25.66,15.71,1.3,0.111,75.8,6.481,-20.9,0.601,6.01,1.21
1/1/19 14:12,3511.285,-7604.112,191246,9.9,300.21,1/1/19 2:12 PM,18.39,25.71,15.75,1.3,0.111,75.8,6.631,-27.8,0.601,5.11,1
1/1/19 14:15,3511.538,-7604.618,191546,9.9,300.51,1/1/19 2:15 PM,18.39,25.74,15.771,1.3,0.111,75.8,6.751,-33.01,0.501,5.41,1.11
1/1/19 14:18,3511.807,-7605.169,191852,10.51,299.61,1/1/19 2:18 PM,18.4,25.73,15.75,1.3,0.111,74.7,6.921,-40.71,0.701,7.2,1.4
1/1/19 14:21,3512.083,-7605.731,192152,10.9,300.21,1/1/19 2:21 PM,18.41,25.72,15.75,1.3,0.111,74.7,6.961,-42.21,0.601,4.81,0.9
1/1/19 14:24,3512.363,-7606.313,192454,11.01,301.3,1/1/19 2:24 PM,18.41,25.72,15.75,1.3,0.111,74.7,6.841,-36.91,0.601,6.81,1.3
1/1/19 14:27,3512.642,-7606.887,192752,11.11,300.61,1/1/19 2:27 PM,18.42,25.69,15.73,1.3,0.111,75.8,6.761,-33.31,0.801,4.81,0.9
1/1/19 14:30,3512.928,-7607.494,193100,11.01,299.8,1/1/19 2:30 PM,18.431,25.67,15.72,1.3,0.111,75.8,6.761,-33.21,0.601,6.81,1.3
1/1/19 14:33,3513.198,-7608.069,193358,11.01,300.3,1/1/19 2:33 PM,18.431,25.69,15.73,1.3,0.111,74.7,6.651,-28.3,0.601,6.01,1.21
1/1/19 14:36,3513.478,-7608.665,193702,11.01,300.3,1/1/19 2:36 PM,18.441,25.68,15.72,1.3,0.111,75.8,6.651,-28.6,0.801,10.7,2.11
1/1/19 14:39,3513.753,-7609.249,194002,11.01,299.8,1/1/19 2:39 PM,18.441,25.68,15.73,1.3,0.111,75.8,6.691,-30.4,0.601,6.61,1.3
