"Date","Time (GMT)","Highest","MHHW (m)","MHW (m)","MSL (m)","MTL (m)","MLW (m)","MLLW (m)","Lowest (m)","Inf"
"2016/10/01","00:00","0.913","0.485","0.452","0.345","0.344","0.236","0.194","-0.091","0"
"2016/11/01","00:00","0.535","0.292","0.255","0.147","0.146","0.038","0.003","-0.201","0"
"2016/12/01","00:00","0.552","0.238","0.187","0.073","0.072","-0.043","-0.089","-0.317","0"
"2017/01/01","00:00","0.583","0.236","0.198","0.08","0.083","-0.032","-0.082","-0.36","0"
"2017/02/01","00:00","0.442","0.205","0.168","0.05","0.051","-0.065","-0.096","-0.306","0"
"2017/03/01","00:00","0.431","0.121","0.079","-0.055","-0.054","-0.188","-0.244","-0.657","0"
"2017/04/01","00:00","0.926","0.371","0.311","0.186","0.193","0.074","0.014","-0.304","0"
"2017/05/01","00:00","0.907","0.428","0.376","0.261","0.259","0.141","0.081","-0.185","0"
"2017/06/01","00:00","0.61","0.37","0.315","0.202","0.203","0.09","0.047","-0.124","0"
"2017/07/01","00:00","0.573","0.36","0.317","0.197","0.201","0.085","0.054","-0.169","0"
"2017/08/01","00:00","0.534","0.355","0.323","0.207","0.209","0.094","0.061","-0.078","0"
"2017/09/01","00:00","0.681","0.419","0.386","0.277","0.273","0.16","0.123","-0.21","0"
"2017/10/01","00:00","0.748","0.342","0.309","0.202","0.203","0.096","0.065","-0.177","0"
"2017/11/01","00:00","0.47","0.268","0.237","0.13","0.126","0.016","-0.011","-0.158","0"
"2017/12/01","00:00","0.527","0.189","0.148","0.037","0.035","-0.079","-0.126","-0.44","0"
"2018/01/01","00:00","0.643","0.107","0.057","-0.086","-0.083","-0.223","-0.26","-0.522","0"
"2018/02/01","00:00","0.276","0.122","0.083","-0.031","-0.03","-0.144","-0.2","-0.475","0"
"2018/03/01","00:00","0.74","0.382","0.326","0.201","0.201","0.076","0.03","-0.286","0"
"2018/04/01","00:00","0.716","0.278","0.212","0.105","0.101","-0.011","-0.075","-0.248","0"
"2018/05/01","00:00","0.469","0.328","0.267","0.171","0.172","0.078","0.041","-0.214","0"
"2018/08/01","00:00","0.545","0.378","0.339","0.243","0.246","0.153","0.125","-0.008","0"
"2018/09/01","00:00","0.7","0.447","0.42","0.325","0.323","0.225","0.195","-0.3","0"
"2018/10/01","00:00","1.483","0.402","0.359","0.253","0.253","0.147","0.107","-0.211","0"
"2018/11/01","00:00","0.663","0.371","0.311","0.205","0.199","0.087","0.032","-0.273","0"
"2018/12/01","00:00","0.784","0.37","0.328","0.236","0.23","0.131","0.094","-0.173","0"
"2019/01/01","00:00","0.627","0.325","0.275","0.169","0.162","0.048","0.002","-0.203","0"
"2019/02/01","00:00","0.547","0.253","0.206","0.093","0.089","-0.029","-0.075","-0.335","0"
"2019/03/01","00:00","0.61","0.292","0.254","0.138","0.134","0.015","-0.037","-0.423","0"
"2019/04/01","00:00","0.524","0.264","0.229","0.163","0.144","0.06","0.032","-0.2","0"
"2019/05/01","00:00","0.742","0.39","0.336","0.235","0.238","0.139","0.095","-0.168","0"
"2019/06/01","00:00","0.621","0.42","0.367","0.263","0.262","0.156","0.128","-0.042","0"
"2019/07/01","00:00","0.598","0.425","0.375","0.268","0.27","0.164","0.127","-0.031","0"
"2019/08/01","00:00","0.506","0.406","0.377","0.263","0.267","0.157","0.122","-0.058","0"
"2019/09/01","00:00","1.151","0.437","0.399","0.287","0.288","0.177","0.138","-0.132","0"
"2019/10/01","00:00","0.787","0.489","0.45","0.35","0.351","0.251","0.209","-0.011","0"
"2019/11/01","00:00","0.633","0.356","0.321","0.215","0.211","0.101","0.067","-0.194","0"
"2019/12/01","00:00","0.558","0.299","0.254","0.141","0.141","0.028","-0.017","-0.293","0"
"2020/02/01","00:00","1.058","0.285","0.23","0.114","0.106","-0.019","-0.068","-0.403","0"
"2020/03/01","00:00","0.5","0.289","0.231","0.101","0.102","-0.028","-0.084","-0.391","0"
"2020/04/01","00:00","0.688","0.399","0.342","0.222","0.222","0.101","0.047","-0.202","0"
"2020/05/01","00:00","0.703","0.336","0.29","0.174","0.174","0.057","0.005","-0.24","0"
"2020/06/01","00:00","0.673","0.414","0.362","0.254","0.251","0.139","0.113","-0.097","0"
"2020/07/01","00:00","0.563","0.415","0.368","0.256","0.259","0.149","0.114","0.001","0"
"2020/08/01","00:00","0.908","0.425","0.383","0.272","0.272","0.161","0.119","-0.104","0"
"2020/09/01","00:00","0.669","0.39","0.358","0.251","0.251","0.143","0.11","-0.078","0"
"2020/10/01","00:00","0.697","0.35","0.328","0.231","0.231","0.134","0.101","-0.029","0"
"2020/11/01","00:00","0.54","0.299","0.265","0.173","0.173","0.081","0.048","-0.062","0"
"2020/12/01","00:00","0.63","0.318","0.267","0.165","0.156","0.045","-0.012","-0.277","0"
"2021/01/01","00:00","0.621","0.331","0.29","0.197","0.189","0.088","0.059","-0.208","0"
"2021/02/01","00:00","0.577","0.333","0.297","0.197","0.194","0.091","0.044","-0.244","0"
"2021/03/01","00:00","0.514","0.238","0.189","0.084","0.08","-0.03","-0.077","-0.336","0"
"2021/04/01","00:00","0.537","0.303","0.257","0.16","0.154","0.051","0.012","-0.249","0"
"2021/05/01","00:00","0.493","0.202","0.165","0.066","0.06","-0.045","-0.105","-0.278","0"
"2021/06/01","00:00","0.545","0.32","0.278","0.187","0.186","0.093","0.053","-0.277","0"
"2021/07/01","00:00","0.644","0.331","0.291","0.195","0.199","0.106","0.069","-0.075","0"
"2021/08/01","00:00","0.486","0.348","0.315","0.225","0.227","0.139","0.108","-0.079","0"
"2021/09/01","00:00","0.543","0.317","0.292","0.206","0.205","0.117","0.094","-0.025","0"
"2021/10/01","00:00","0.913","0.407","0.368","0.269","0.264","0.16","0.129","-0.025","0"
"2021/11/01","00:00","0.588","0.351","0.313","0.196","0.194","0.075","0.045","-0.223","0"
"2021/12/01","00:00","0.469","0.259","0.213","0.084","0.085","-0.042","-0.071","-0.248","0"
"2022/01/01","00:00","0.882","0.362","0.313","0.173","0.178","0.042","-0.008","-0.269","0"
"2022/02/01","00:00","0.336","0.175","0.119","-0.009","-0.008","-0.136","-0.182","-0.414","0"
"2022/03/01","00:00","0.593","0.235","0.187","0.051","0.053","-0.08","-0.123","-0.407","0"
"2022/04/01","00:00","0.598","0.314","0.257","0.122","0.118","-0.021","-0.068","-0.391","0"
"2022/05/01","00:00","0.592","0.409","0.355","0.24","0.24","0.125","0.088","-0.088","0"
"2022/06/01","00:00","0.532","0.364","0.313","0.193","0.194","0.074","0.037","-0.113","0"
"2022/07/01","00:00","0.608","0.391","0.342","0.22","0.226","0.109","0.078","-0.126","0"
"2022/08/01","00:00","0.422","0.339","0.304","0.181","0.184","0.065","0.039","-0.073","0"
"2022/09/01","00:00","0.565","0.388","0.354","0.227","0.231","0.108","0.076","-0.163","0"
"2022/10/01","00:00","0.769","0.431","0.396","0.273","0.272","0.148","0.12","-0.129","0"
