"Date","Time (GMT)","Highest","MHHW (m)","MHW (m)","MSL (m)","MTL (m)","MLW (m)","MLLW (m)","Lowest (m)","Inf"
"2000/07/01","00:00","0.898","0.661","0.558","0.055","0.047","-0.463","-0.507","-0.866","0"
"2000/08/01","00:00","1.006","0.642","0.557","0.046","0.043","-0.47","-0.506","-0.767","0"
"2000/09/01","00:00","1.175","0.711","0.641","0.139","0.136","-0.369","-0.399","NaN","13"
"2000/10/01","00:00","0.971","0.684","0.603","0.119","0.116","-0.37","-0.407","-0.808","0"
"2000/11/01","00:00","1.17","0.657","0.555","0.076","0.068","-0.419","-0.457","-0.939","0"
"2000/12/01","00:00","0.862","0.521","0.398","-0.089","-0.095","-0.587","-0.642","-0.872","0"
"2001/01/01","00:00","0.878","0.523","0.428","-0.059","-0.065","-0.557","-0.611","-1.051","0"
"2001/02/01","00:00","0.755","0.474","0.378","-0.121","-0.127","-0.632","-0.681","-1.075","0"
"2001/03/01","00:00","1.048","0.596","0.507","0.015","0.013","-0.48","-0.522","-0.974","0"
"2001/04/01","00:00","0.883","0.547","0.463","-0.031","-0.037","-0.537","-0.574","-0.914","0"
"2001/05/01","00:00","0.895","0.624","0.54","0.053","0.047","-0.445","-0.482","-0.764","0"
"2001/06/01","00:00","0.797","0.611","0.508","0.014","0.007","-0.494","-0.533","-0.713","0"
"2001/07/01","00:00","1.088","0.652","0.537","0.051","0.046","-0.445","-0.501","-0.887","0"
"2001/08/01","00:00","0.823","0.582","0.5","0.017","0.012","-0.476","-0.513","-0.798","0"
"2001/09/01","00:00","1.28","0.76","0.678","0.192","0.189","-0.299","-0.337","-0.518","0"
"2001/10/01","00:00","1.193","0.633","0.557","0.08","0.073","-0.411","-0.45","-0.782","0"
"2001/11/01","00:00","0.867","0.631","0.522","0.038","0.035","-0.452","-0.489","-0.818","0"
"2001/12/01","00:00","1.026","0.653","0.529","0.041","0.038","-0.453","-0.498","-0.87","0"
"2002/01/01","00:00","1.028","0.496","0.368","-0.132","-0.135","-0.637","-0.692","-0.954","0"
"2002/02/01","00:00","0.832","0.579","0.487","0.001","-0.004","-0.494","-0.54","-0.856","0"
"2002/03/01","00:00","0.776","0.443","0.362","-0.147","-0.148","-0.658","-0.704","-1.119","0"
"2002/04/01","00:00","0.856","0.536","0.442","-0.05","-0.052","-0.545","-0.58","-0.823","0"
"2002/05/01","00:00","0.864","0.539","0.436","-0.048","-0.052","-0.54","-0.579","-0.826","0"
"2002/06/01","00:00","0.98","0.605","0.492","0.015","0.01","-0.472","-0.521","-0.76","0"
"2002/07/01","00:00","0.976","0.604","0.493","0.026","0.019","-0.455","-0.495","-0.828","0"
"2002/08/01","00:00","0.922","0.632","0.534","0.068","0.063","-0.407","-0.442","-0.723","0"
"2002/09/01","00:00","1.029","0.742","0.654","0.184","0.179","-0.295","-0.327","-0.567","0"
"2002/10/01","00:00","1.174","0.801","0.698","0.232","0.228","-0.242","-0.284","-0.589","0"
"2002/11/01","00:00","1.009","0.599","0.485","0.005","0.002","-0.481","-0.531","-0.834","0"
"2002/12/01","00:00","1.015","0.59","0.466","-0.028","-0.033","-0.532","-0.594","-1.204","0"
"2003/01/01","00:00","1.098","0.569","0.445","-0.042","-0.042","-0.529","-0.591","-0.894","0"
"2003/02/01","00:00","0.944","0.451","0.36","-0.118","-0.121","-0.602","-0.655","-0.929","0"
"2003/03/01","00:00","1.027","0.611","0.513","0.031","0.028","-0.457","-0.496","-0.709","0"
"2003/04/01","00:00","1.168","0.656","0.569","0.092","0.087","-0.395","-0.428","-1.005","0"
"2003/05/01","00:00","1.145","0.68","0.57","0.098","0.093","-0.384","-0.417","-0.717","0"
"2003/06/01","00:00","0.963","0.683","0.554","0.091","0.086","-0.382","-0.419","-0.728","0"
"2003/07/01","00:00","0.78","0.556","0.443","-0.029","-0.032","-0.507","-0.547","-0.685","0"
"2003/08/01","00:00","0.709","0.557","0.462","-0.023","-0.028","-0.518","-0.552","-0.756","0"
"2003/09/01","00:00","1.844","0.815","0.7","0.217","0.211","-0.277","-0.306","-0.611","0"
"2003/10/01","00:00","1.092","0.717","0.613","0.138","0.134","-0.345","-0.397","-0.746","0"
"2003/11/01","00:00","1.299","0.631","0.526","0.055","0.052","-0.422","-0.453","-0.779","0"
"2003/12/01","00:00","0.935","0.578","0.46","-0.009","-0.013","-0.486","-0.544","-1.098","0"
"2004/01/01","00:00","0.98","0.534","0.415","-0.053","-0.058","-0.531","-0.58","-0.928","0"
"2004/02/01","00:00","0.943","0.551","0.439","-0.025","-0.029","-0.497","-0.548","-0.933","0"
"2004/03/01","00:00","1.032","0.507","0.418","-0.04","-0.046","-0.509","-0.557","-0.95","0"
"2004/04/01","00:00","0.851","0.508","0.416","-0.049","-0.054","-0.523","-0.556","-0.862","0"
"2004/05/01","00:00","0.791","0.523","0.412","-0.067","-0.071","-0.553","-0.59","-0.855","0"
"2004/06/01","00:00","0.945","0.616","0.494","0.014","0.008","-0.478","-0.523","-0.697","0"
"2004/07/01","00:00","0.85","0.623","0.504","0.021","0.014","-0.476","-0.516","-0.694","0"
"2004/08/01","00:00","1.001","0.641","0.528","0.044","0.037","-0.454","-0.504","-0.935","0"
"2004/09/01","00:00","1.238","0.749","0.661","0.188","0.185","-0.291","-0.342","-0.635","0"
"2004/10/01","00:00","1.109","0.801","0.705","0.237","0.237","-0.231","-0.267","-0.699","0"
"2004/11/01","00:00","1.394","0.696","0.574","0.108","0.103","-0.367","-0.412","-0.708","0"
"2004/12/01","00:00","1.091","0.598","0.467","0.005","-0.001","-0.468","-0.536","-0.862","0"
"2005/01/01","00:00","0.964","0.677","0.559","0.101","0.098","-0.363","-0.418","-0.72","0"
"2005/02/01","00:00","1.031","0.674","0.574","0.105","0.103","-0.368","-0.414","-0.683","0"
"2005/03/01","00:00","0.884","0.605","0.516","0.039","0.037","-0.441","-0.477","-1.097","0"
"2005/04/01","00:00","1.081","0.657","0.557","0.087","0.082","-0.393","-0.439","-0.716","0"
"2005/05/01","00:00","1.284","0.737","0.633","0.163","0.159","-0.314","-0.348","-0.603","0"
"2005/06/01","00:00","1.033","0.66","0.553","0.083","0.079","-0.395","-0.437","-0.598","0"
"2005/07/01","00:00","0.938","0.679","0.553","0.09","0.084","-0.384","-0.418","-0.635","0"
"2005/08/01","00:00","0.984","0.662","0.563","0.104","0.1","-0.362","-0.395","-0.573","0"
"2005/09/01","00:00","1.062","0.703","0.619","0.163","0.16","-0.299","-0.329","-0.639","0"
"2005/10/01","00:00","1.218","0.755","0.675","0.214","0.21","-0.255","-0.292","-0.763","0"
"2005/11/01","00:00","0.835","0.58","0.458","0","-0.005","-0.467","-0.521","-0.752","0"
"2005/12/01","00:00","1.014","0.585","0.453","-0.022","-0.026","-0.505","-0.55","-0.783","0"
"2006/01/01","00:00","1.054","0.591","0.461","-0.024","-0.028","-0.517","-0.572","-0.899","0"
"2006/02/01","00:00","1.011","0.533","0.433","-0.037","-0.038","-0.509","-0.574","-0.868","0"
"2006/03/01","00:00","0.964","0.578","0.494","0","0","-0.493","-0.518","-0.801","0"
"2006/04/01","00:00","1.042","0.605","0.502","0.027","0.024","-0.453","-0.493","-0.797","0"
"2006/05/01","00:00","0.925","0.701","0.578","0.114","0.11","-0.358","-0.396","-0.648","0"
"2006/06/01","00:00","0.935","0.602","0.477","0.018","0.01","-0.457","-0.506","-0.728","0"
"2006/07/01","00:00","0.786","0.539","0.426","-0.032","-0.035","-0.496","-0.55","-0.891","0"
"2006/08/01","00:00","1.06","0.649","0.533","0.077","0.072","-0.388","-0.437","-0.784","0"
"2006/09/01","00:00","1.141","0.77","0.673","0.215","0.208","-0.257","-0.305","-0.675","0"
"2006/10/01","00:00","1.449","0.747","0.632","0.17","0.168","-0.296","-0.335","-0.793","0"
"2006/11/01","00:00","1.688","0.769","0.646","0.174","0.172","-0.301","-0.342","-0.671","0"
"2006/12/01","00:00","1.076","0.545","0.414","-0.067","-0.071","-0.555","-0.603","-0.928","0"
"2007/01/01","00:00","0.81","0.547","0.419","-0.054","-0.057","-0.533","-0.589","-0.855","0"
"2007/02/01","00:00","0.89","0.451","0.335","-0.135","-0.139","-0.612","-0.668","-1.186","0"
"2007/03/01","00:00","0.995","0.444","0.361","-0.117","-0.117","-0.595","-0.641","-1.271","0"
"2007/04/01","00:00","1.196","0.603","0.504","0.03","0.029","-0.446","-0.483","-0.76","0"
"2007/05/01","00:00","1.127","0.588","0.462","0","-0.005","-0.472","-0.516","-1.017","0"
"2007/06/01","00:00","1.299","0.655","0.528","0.07","0.062","-0.403","-0.454","-0.677","0"
"2007/07/01","00:00","0.836","0.61","0.494","0.029","0.023","-0.448","-0.484","-0.805","0"
"2007/08/01","00:00","0.999","0.664","0.572","0.092","0.088","-0.396","-0.439","-0.665","0"
"2007/09/01","00:00","1.034","0.689","0.597","0.121","0.116","-0.364","-0.404","-0.73","0"
"2007/10/01","00:00","1.182","0.715","0.607","0.136","0.132","-0.344","-0.375","-0.704","0"
"2007/11/01","00:00","1.099","0.664","0.541","0.073","0.067","-0.407","-0.458","-0.802","0"
"2007/12/01","00:00","1.147","0.592","0.47","0.009","0.006","-0.458","-0.509","-0.799","0"
"2008/01/01","00:00","0.77","0.542","0.431","-0.02","-0.026","-0.482","-0.535","-0.851","0"
"2008/02/01","00:00","0.83","0.502","0.392","-0.077","-0.079","-0.549","-0.594","-0.851","0"
"2008/03/01","00:00","0.818","0.509","0.406","-0.054","-0.059","-0.523","-0.576","-1.139","0"
"2008/04/01","00:00","1.253","0.659","0.567","0.101","0.096","-0.375","-0.406","-0.777","0"
"2008/05/01","00:00","1.153","0.719","0.593","0.117","0.114","-0.364","-0.423","-0.703","0"
"2008/06/01","00:00","0.902","0.623","0.496","0.019","0.013","-0.469","-0.52","-0.786","0"
"2008/07/01","00:00","0.884","0.587","0.468","-0.01","-0.014","-0.496","-0.54","-0.858","0"
"2008/08/01","00:00","0.85","0.66","0.565","0.088","0.082","-0.401","-0.451","-0.659","0"
"2008/09/01","00:00","1.134","0.729","0.653","0.183","0.182","-0.289","-0.333","-0.591","0"
"2008/10/01","00:00","1.292","0.743","0.642","0.175","0.174","-0.294","-0.337","-0.74","0"
"2008/11/01","00:00","1.026","0.686","0.565","0.105","0.1","-0.365","-0.417","-0.731","0"
"2008/12/01","00:00","0.964","0.464","0.347","-0.119","-0.123","-0.593","-0.653","-0.891","0"
"2009/01/01","00:00","0.897","0.525","0.412","-0.063","-0.066","-0.544","-0.609","-1.058","0"
"2009/02/01","00:00","0.767","0.502","0.415","-0.066","-0.072","-0.559","-0.612","-0.901","0"
"2009/03/01","00:00","1.158","0.608","0.518","0.032","0.027","-0.463","-0.508","-0.876","0"
"2009/04/01","00:00","0.905","0.597","0.49","0.006","0.003","-0.484","-0.531","-0.824","0"
"2009/05/01","00:00","0.952","0.589","0.49","0.01","0.005","-0.48","-0.515","-0.72","0"
"2009/06/01","00:00","1.191","0.802","0.692","0.211","0.208","-0.276","-0.317","-0.538","0"
"2009/07/01","00:00","0.986","0.721","0.608","0.136","0.132","-0.343","-0.379","-0.601","0"
"2009/08/01","00:00","0.882","0.634","0.531","0.063","0.06","-0.411","-0.449","-0.743","0"
"2009/09/01","00:00","1.228","0.83","0.748","0.288","0.283","-0.182","-0.222","-0.463","0"
"2009/10/01","00:00","1.385","0.808","0.723","0.258","0.257","-0.209","-0.251","-0.548","0"
"2009/11/01","00:00","1.467","0.893","0.781","0.315","0.312","-0.157","-0.2","-0.645","0"
"2009/12/01","00:00","1.307","0.749","0.615","0.124","0.122","-0.371","-0.433","-0.871","0"
"2010/01/01","00:00","1.175","0.709","0.592","0.1","0.096","-0.399","-0.448","-0.707","0"
"2010/02/01","00:00","1","0.675","0.575","0.103","0.098","-0.379","-0.432","-0.798","0"
"2010/03/01","00:00","1.291","0.777","0.702","0.202","0.203","-0.295","-0.325","-0.718","0"
"2010/04/01","00:00","1.108","0.673","0.572","0.087","0.084","-0.403","-0.438","-0.671","0"
"2010/05/01","00:00","0.998","0.665","0.557","0.082","0.078","-0.4","-0.437","-0.642","0"
"2010/06/01","00:00","0.893","0.666","0.554","0.09","0.086","-0.381","-0.43","-0.588","0"
"2010/07/01","00:00","0.931","0.62","0.521","0.056","0.051","-0.418","-0.462","-0.628","0"
"2010/08/01","00:00","1.11","0.73","0.633","0.161","0.156","-0.321","-0.362","-0.705","0"
"2010/09/01","00:00","1.017","0.727","0.639","0.164","0.16","-0.319","-0.368","-0.727","0"
"2010/10/01","00:00","1.124","0.735","0.632","0.156","0.15","-0.331","-0.388","-0.78","0"
"2010/11/01","00:00","1.245","0.767","0.658","0.174","0.168","-0.321","-0.365","-0.626","0"
"2010/12/01","00:00","1.156","0.748","0.605","0.123","0.117","-0.371","-0.417","-0.795","0"
"2011/01/01","00:00","0.887","0.615","0.513","0.029","0.027","-0.459","-0.509","-0.693","0"
"2011/02/01","00:00","0.982","0.558","0.451","-0.033","-0.037","-0.524","-0.574","-0.918","0"
"2011/03/01","00:00","0.998","0.615","0.545","0.059","0.058","-0.429","-0.472","-0.835","0"
"2011/04/01","00:00","0.93","0.539","0.461","-0.026","-0.03","-0.521","-0.565","-0.865","0"
"2011/05/01","00:00","1.083","0.719","0.606","0.124","0.121","-0.364","-0.398","-0.59","0"
"2011/06/01","00:00","1.028","0.724","0.604","0.127","0.122","-0.36","-0.402","-0.589","0"
"2011/07/01","00:00","1.027","0.667","0.558","0.078","0.069","-0.419","-0.456","-0.648","0"
"2011/08/01","00:00","0.981","0.702","0.618","0.122","0.118","-0.382","-0.434","-0.753","0"
"2011/09/01","00:00","1.109","0.782","0.705","0.21","0.207","-0.29","-0.322","-0.583","0"
"2011/10/01","00:00","1.302","0.772","0.672","0.171","0.166","-0.339","-0.396","-0.832","0"
"2011/11/01","00:00","1.25","0.676","0.563","0.077","0.076","-0.411","-0.474","-0.819","0"
"2011/12/01","00:00","0.918","0.619","0.509","0.022","0.018","-0.473","-0.523","-0.793","0"
"2012/02/01","00:00","1.09","0.57","0.492","-0.004","-0.007","-0.506","-0.562","-0.895","0"
"2012/03/01","00:00","0.946","0.586","0.519","0.035","0.029","-0.461","-0.499","-0.991","0"
"2012/04/01","00:00","1.139","0.689","0.613","0.119","0.116","-0.381","-0.409","-0.694","0"
"2012/05/01","00:00","1.136","0.701","0.6","0.104","0.1","-0.4","-0.446","-0.621","0"
"2012/06/01","00:00","1.334","0.814","0.702","0.213","0.205","-0.291","-0.335","-0.51","0"
"2012/07/01","00:00","0.972","0.733","0.625","0.124","0.121","-0.383","-0.429","-0.672","0"
"2012/08/01","00:00","0.951","0.675","0.601","0.11","0.103","-0.394","-0.435","-0.746","0"
"2012/09/01","00:00","0.899","0.663","0.592","0.103","0.098","-0.395","-0.434","-0.729","0"
"2012/12/01","00:00","1.17","0.704","0.604","0.115","0.111","-0.381","-0.434","-0.756","0"
"2013/01/01","00:00","0.955","0.582","0.49","-0.006","-0.007","-0.504","-0.56","-0.845","0"
"2013/02/01","00:00","1.253","0.6","0.52","0.032","0.025","-0.469","-0.505","-0.807","0"
"2013/03/01","00:00","1.106","0.692","0.62","0.12","0.117","-0.385","-0.421","-0.7","0"
"2013/04/01","00:00","1.025","0.619","0.538","0.04","0.038","-0.462","-0.498","-0.744","0"
"2013/05/01","00:00","1.06","0.616","0.531","0.03","0.025","-0.48","-0.528","-0.973","0"
"2013/06/01","00:00","0.887","0.618","0.521","0.025","0.018","-0.484","-0.525","-0.849","0"
"2013/07/01","00:00","1.065","0.613","0.517","0.035","0.029","-0.458","-0.498","-0.755","0"
"2013/08/01","00:00","0.966","0.7","0.622","0.146","0.141","-0.34","-0.377","-0.648","0"
"2013/09/01","00:00","1.002","0.738","0.667","0.187","0.183","-0.301","-0.336","-0.562","0"
"2013/10/01","00:00","1.334","0.804","0.728","0.251","0.245","-0.237","-0.275","-0.484","0"
"2013/11/01","00:00","1.078","0.673","0.566","0.072","0.068","-0.429","-0.477","-0.793","0"
"2013/12/01","00:00","1.068","0.618","0.502","-0.005","-0.007","-0.517","-0.567","-0.788","0"
"2014/01/01","00:00","1.201","0.59","0.482","-0.041","-0.044","-0.569","-0.62","-0.95","0"
"2014/02/01","00:00","0.944","0.565","0.487","-0.011","-0.013","-0.512","-0.559","-0.904","0"
"2014/03/01","00:00","1.015","0.649","0.584","0.072","0.071","-0.441","-0.5","-0.956","0"
"2014/04/01","00:00","0.986","0.664","0.581","0.081","0.077","-0.427","-0.457","-0.759","0"
"2014/05/01","00:00","1.034","0.683","0.582","0.088","0.086","-0.409","-0.444","-0.636","0"
"2014/06/01","00:00","0.957","0.713","0.616","0.134","0.127","-0.361","-0.399","-0.628","0"
"2014/07/01","00:00","0.852","0.641","0.552","0.064","0.056","-0.44","-0.481","-0.816","0"
"2014/08/01","00:00","1.005","0.758","0.676","0.19","0.183","-0.309","-0.341","-0.587","0"
"2014/09/01","00:00","1.188","0.82","0.736","0.239","0.235","-0.265","-0.297","-0.668","0"
"2014/10/01","00:00","1.098","0.788","0.701","0.207","0.199","-0.302","-0.341","-0.731","0"
"2014/11/01","00:00","1.242","0.686","0.589","0.088","0.085","-0.419","-0.478","-0.889","0"
"2014/12/01","00:00","1.232","0.716","0.613","0.113","0.107","-0.398","-0.462","-0.8","0"
"2015/01/01","00:00","0.991","0.584","0.475","-0.026","-0.031","-0.537","-0.577","-0.827","0"
"2015/02/01","00:00","0.98","0.597","0.497","-0.007","-0.01","-0.517","-0.583","-1.139","0"
"2015/03/01","00:00","0.923","0.499","0.412","-0.086","-0.088","-0.588","-0.63","-0.925","0"
"2015/04/01","00:00","0.932","0.547","0.468","-0.029","-0.031","-0.529","-0.568","-0.927","0"
"2015/05/01","00:00","0.945","0.531","0.44","-0.045","-0.051","-0.541","-0.579","-0.833","0"
"2015/06/01","00:00","0.934","0.656","0.552","0.06","0.057","-0.437","-0.473","-0.727","0"
"2015/07/01","00:00","0.955","0.712","0.61","0.108","0.105","-0.399","-0.437","-0.691","0"
"2015/08/01","00:00","1.026","0.725","0.651","0.139","0.133","-0.384","-0.424","-0.859","0"
"2015/09/01","00:00","1.235","0.822","0.759","0.249","0.244","-0.27","-0.309","-0.748","0"
"2015/10/01","00:00","1.496","0.88","0.797","0.292","0.289","-0.218","-0.265","-0.6","0"
"2015/11/01","00:00","1.049","0.712","0.626","0.132","0.127","-0.371","-0.413","-0.742","0"
"2015/12/01","00:00","0.857","0.647","0.555","0.067","0.066","-0.423","-0.463","-0.802","0"
"2016/01/01","00:00","1.267","0.682","0.592","0.112","0.108","-0.376","-0.443","-0.896","0"
"2016/02/01","00:00","1.18","0.592","0.508","0.017","0.014","-0.479","-0.531","-0.743","0"
"2016/03/01","00:00","0.919","0.588","0.526","0.039","0.036","-0.454","-0.507","-0.964","0"
"2016/04/01","00:00","0.891","0.641","0.57","0.068","0.065","-0.44","-0.503","-0.908","0"
"2016/05/01","00:00","1.39","0.702","0.621","0.13","0.124","-0.372","-0.417","-0.621","0"
"2016/06/01","00:00","1.008","0.732","0.634","0.126","0.12","-0.394","-0.44","-0.654","0"
"2016/07/01","00:00","0.878","0.684","0.589","0.085","0.08","-0.429","-0.472","-0.724","0"
"2016/08/01","00:00","0.928","0.674","0.596","0.098","0.094","-0.408","-0.44","-0.69","0"
"2016/09/01","00:00","1.337","0.853","0.787","0.293","0.291","-0.204","-0.246","-0.578","0"
"2016/10/01","00:00","1.149","0.848","0.761","0.274","0.267","-0.226","-0.28","-0.68","0"
"2016/11/01","00:00","1.09","0.719","0.623","0.126","0.123","-0.377","-0.432","-0.816","0"
"2016/12/01","00:00","0.997","0.647","0.536","0.036","0.034","-0.468","-0.527","-0.801","0"
"2017/01/01","00:00","1.127","0.631","0.53","0.029","0.024","-0.481","-0.547","-1.009","0"
"2017/02/01","00:00","0.957","0.571","0.496","-0.002","-0.003","-0.502","-0.552","-0.979","0"
"2017/03/01","00:00","0.874","0.511","0.444","-0.07","-0.072","-0.588","-0.637","-0.891","0"
"2017/04/01","00:00","1.029","0.664","0.589","0.078","0.076","-0.437","-0.464","-0.772","0"
"2017/05/01","00:00","1.142","0.741","0.658","0.152","0.149","-0.36","-0.404","-0.652","0"
"2017/06/01","00:00","1.03","0.672","0.583","0.09","0.085","-0.414","-0.455","-0.806","0"
"2017/07/01","00:00","1.066","0.687","0.6","0.11","0.106","-0.388","-0.421","-0.716","0"
"2017/08/01","00:00","1.098","0.762","0.68","0.198","0.193","-0.294","-0.329","-0.694","0"
"2017/09/01","00:00","1.433","0.878","0.81","0.329","0.327","-0.156","-0.19","-0.594","0"
"2017/10/01","00:00","1.141","0.757","0.678","0.202","0.198","-0.281","-0.329","-0.679","0"
"2017/11/01","00:00","1.344","0.79","0.694","0.203","0.199","-0.296","-0.347","-0.655","0"
"2017/12/01","00:00","1.085","0.657","0.541","0.038","0.033","-0.475","-0.536","-0.831","0"
"2018/01/01","00:00","1.241","0.59","0.465","-0.047","-0.051","-0.566","-0.612","-1.027","0"
"2018/02/01","00:00","0.723","0.501","0.427","-0.07","-0.071","-0.568","-0.621","-1.011","0"
"2018/03/01","00:00","1.26","0.795","0.736","0.216","0.215","-0.305","-0.348","-0.713","0"
"2018/04/01","00:00","0.928","0.634","0.551","0.046","0.045","-0.46","-0.5","-0.794","0"
"2018/05/01","00:00","0.927","0.645","0.553","0.06","0.058","-0.436","-0.479","-0.703","0"
"2018/06/01","00:00","1.151","0.804","0.701","0.214","0.209","-0.283","-0.317","-0.621","0"
"2018/07/01","00:00","1.084","0.726","0.628","0.146","0.14","-0.347","-0.389","-0.586","0"
"2018/08/01","00:00","1.008","0.688","0.6","0.117","0.113","-0.374","-0.408","-0.6","0"
"2018/09/01","00:00","1.315","0.906","0.825","0.338","0.333","-0.158","-0.194","-0.461","0"
"2018/10/01","00:00","1.209","0.801","0.701","0.218","0.211","-0.278","-0.321","-0.59","0"
"2018/11/01","00:00","1.107","0.762","0.658","0.166","0.16","-0.337","-0.38","-0.618","0"
"2018/12/01","00:00","1.126","0.778","0.67","0.17","0.168","-0.335","-0.392","-0.819","0"
"2019/01/01","00:00","1.097","0.739","0.626","0.138","0.133","-0.36","-0.421","-0.942","0"
"2019/02/01","00:00","1.021","0.631","0.543","0.045","0.042","-0.459","-0.509","-0.764","0"
"2019/03/01","00:00","1.074","0.671","0.59","0.106","0.103","-0.383","-0.427","-0.978","0"
"2019/04/01","00:00","0.818","0.635","0.562","0.072","0.068","-0.426","-0.464","-0.822","0"
"2019/05/01","00:00","1.042","0.77","0.672","0.183","0.181","-0.309","-0.34","-0.542","0"
"2019/06/01","00:00","1.032","0.751","0.639","0.159","0.154","-0.331","-0.379","-0.699","0"
"2019/07/01","00:00","0.986","0.742","0.634","0.144","0.139","-0.356","-0.397","-0.631","0"
"2019/08/01","00:00","1.218","0.803","0.71","0.209","0.201","-0.308","-0.35","-0.7","0"
"2019/09/01","00:00","1.505","0.854","0.774","0.288","0.28","-0.213","-0.253","-0.559","0"
"2019/10/01","00:00","1.256","0.928","0.836","0.343","0.34","-0.156","-0.201","-0.536","0"
"2019/11/01","00:00","1.283","0.789","0.69","0.207","0.206","-0.277","-0.33","-0.734","0"
"2019/12/01","00:00","0.985","0.674","0.558","0.091","0.085","-0.387","-0.433","-0.805","0"
"2020/01/01","00:00","0.885","0.668","0.57","0.097","0.095","-0.38","-0.425","-0.903","0"
"2020/02/01","00:00","1.077","0.636","0.538","0.056","0.05","-0.438","-0.481","-0.962","0"
"2020/03/01","00:00","1.083","0.684","0.607","0.125","0.125","-0.357","-0.401","-0.966","0"
"2020/04/01","00:00","1.305","0.742","0.667","0.176","0.173","-0.321","-0.372","-0.705","0"
"2020/05/01","00:00","1.078","0.686","0.593","0.105","0.099","-0.395","-0.447","-0.852","0"
"2020/06/01","00:00","0.917","0.728","0.627","0.139","0.134","-0.359","-0.406","-0.623","0"
"2020/07/01","00:00","1.062","0.734","0.62","0.137","0.133","-0.355","-0.394","-0.548","0"
"2020/08/01","00:00","1.114","0.714","0.612","0.127","0.123","-0.366","-0.408","-0.709","0"
"2020/09/01","00:00","1.363","0.846","0.779","0.299","0.296","-0.187","-0.231","-0.491","0"
"2020/10/01","00:00","1.317","0.801","0.712","0.232","0.23","-0.252","-0.312","-0.595","0"
"2020/11/01","00:00","1.147","0.685","0.57","0.088","0.084","-0.402","-0.451","-0.764","0"
"2020/12/01","00:00","1.182","0.663","0.547","0.069","0.068","-0.411","-0.469","-0.691","0"
"2021/01/01","00:00","1.234","0.794","0.663","0.187","0.183","-0.298","-0.348","-0.676","0"
"2021/02/01","00:00","1.213","0.756","0.662","0.188","0.185","-0.292","-0.339","-0.67","0"
"2021/03/01","00:00","1.01","0.617","0.541","0.042","0.04","-0.461","-0.508","-0.942","0"
"2021/04/01","00:00","1.03","0.696","0.603","0.117","0.112","-0.379","-0.416","-0.812","0"
"2021/05/01","00:00","1.343","0.657","0.546","0.058","0.051","-0.443","-0.492","-0.864","0"
"2021/06/01","00:00","1.03","0.649","0.535","0.062","0.056","-0.423","-0.471","-0.688","0"
"2021/07/01","00:00","0.983","0.63","0.522","0.054","0.045","-0.431","-0.478","-0.724","0"
"2021/08/01","00:00","0.94","0.695","0.603","0.145","0.14","-0.322","-0.356","-0.575","0"
"2021/09/01","00:00","1.039","0.73","0.639","0.177","0.172","-0.295","-0.347","-0.717","0"
"2021/10/01","00:00","1.384","0.866","0.774","0.308","0.302","-0.17","-0.206","-0.511","0"
"2021/11/01","00:00","1.485","0.8","0.693","0.214","0.21","-0.272","-0.32","-0.669","0"
"2021/12/01","00:00","1.033","0.664","0.544","0.055","0.051","-0.441","-0.483","-0.835","0"
"2022/01/01","00:00","1.586","0.784","0.648","0.158","0.154","-0.339","-0.411","-0.846","0"
"2022/02/01","00:00","0.925","0.525","0.432","-0.035","-0.04","-0.512","-0.557","-0.884","0"
"2022/03/01","00:00","0.813","0.555","0.469","-0.014","-0.017","-0.503","-0.547","-0.825","0"
"2022/04/01","00:00","0.967","0.61","0.527","0.045","0.041","-0.445","-0.474","-0.771","0"
"2022/05/01","00:00","1.225","0.819","0.706","0.237","0.234","-0.237","-0.274","-0.651","0"
"2022/06/01","00:00","1.067","0.735","0.604","0.139","0.134","-0.336","-0.382","-0.61","0"
"2022/07/01","00:00","1.076","0.61","0.502","0.037","0.032","-0.438","-0.478","-0.652","0"
"2022/08/01","00:00","1.021","0.667","0.573","0.099","0.095","-0.382","-0.409","-0.768","0"
"2022/09/01","00:00","1.341","0.818","0.712","0.242","0.239","-0.233","-0.28","-0.659","0"
"2022/10/01","00:00","1.397","0.868","0.765","0.295","0.291","-0.183","-0.224","-0.528","0"
