FMN,Cherrry Branch to Minnesott Beach Ferry on Neuse River ,,,,,FERRYMON NEUSE RIVER 2019,,,,,,,,,,,
ID,cast #,loc_code,sample_time,tempc,spcond,salppt,dissolved_o2,depth_m,turbid,chl,ph,sample_time,lat,lon,track,speed,
1,4,'cherrybranch',17/6/2019 14:35:42-04:04,35.14,19.34,11.34,4.48,-0.028,6,10.7,7.06,17/6/2019 14:35:42.452-04:04,34.94515333,-76.80935333,2.5,4.218,
3,4,'cherrybranch',17/6/2019 14:35:44-04:04,35.15,19.35,11.34,4.47,-0.028,6,10.4,7.05,17/6/2019 14:35:44.466-04:04,34.94523167,-76.80935,2.4,4.27,
5,4,'cherrybranch',17/6/2019 14:35:46-04:04,35.14,19.34,11.34,4.47,-0.028,6,9,7.06,17/6/2019 14:35:46.478-04:04,34.94531167,-76.80935,1.9,4.27,
7,4,'cherrybranch',17/6/2019 14:35:48-04:04,35.15,19.35,11.34,4.47,-0.028,6,11.6,7.05,17/6/2019 14:35:48.394-04:04,34.94539167,-76.80934833,1.8,4.27,
9,4,'cherrybranch',17/6/2019 14:35:50-04:04,35.15,19.34,11.34,4.47,-0.028,6,10.3,7.06,17/6/2019 14:35:50.409-04:04,34.94547,-76.80934833,1.7,4.27,
11,4,'cherrybranch',17/6/2019 14:35:52-04:04,35.15,19.34,11.34,4.47,-0.028,6,7.4,7.05,17/6/2019 14:35:52.423-04:04,34.94554667,-76.80934333,1.8,4.27,
13,4,'cherrybranch',17/6/2019 14:35:54-04:04,35.14,19.34,11.34,4.47,-0.028,5.8,8,7.06,17/6/2019 14:35:54.438-04:04,34.94562167,-76.80934,1.7,4.27,
15,4,'cherrybranch',17/6/2019 14:35:56-04:04,35.15,19.34,11.34,4.47,-0.028,5.9,9.1,7.06,17/6/2019 14:35:56.453-04:04,34.94569833,-76.80933333,1.7,4.218,
17,4,'cherrybranch',17/6/2019 14:35:58-04:04,35.15,19.34,11.34,4.47,-0.028,6,9.6,7.06,17/6/2019 14:35:58.467-04:04,34.94577333,-76.80933167,1.6,4.218,
19,4,'cherrybranch',17/6/2019 14:36:00-04:04,35.15,19.35,11.34,4.46,-0.028,5.8,9.7,7.05,17/6/2019 14:36:00.481-04:04,34.94584833,-76.80932667,1.8,4.218,
21,4,'cherrybranch',17/6/2019 14:36:02-04:04,35.15,19.34,11.34,4.46,-0.029,6,10.9,7.06,17/6/2019 14:36:02.394-04:04,34.94592667,-76.809325,1.9,4.27,
25,4,'cherrybranch',17/6/2019 14:33:54-04:04,35.15,19.34,11.34,4.76,-0.029,7.1,10.7,7.06,17/6/2019 14:33:54.449-04:04,34.94126,-76.80976167,4.4,3.91,
27,4,'cherrybranch',17/6/2019 14:33:56-04:04,35.15,19.35,11.34,4.61,-0.029,7.1,10,7.06,17/6/2019 14:33:56.465-04:04,34.94133,-76.80975333,4.9,3.91,
29,4,'cherrybranch',17/6/2019 14:33:58-04:04,35.15,19.34,11.34,4.61,-0.029,7.1,7.6,7.06,17/6/2019 14:33:58.479-04:04,34.9414,-76.80974667,5.3,3.91,
31,4,'cherrybranch',17/6/2019 14:34:00-04:04,35.15,19.35,11.34,4.56,-0.028,5.7,8.8,7.06,17/6/2019 14:34:00.394-04:04,34.94147167,-76.80973667,5,3.91,
33,4,'cherrybranch',17/6/2019 14:34:02-04:04,35.15,19.34,11.34,4.56,-0.029,5.6,7.8,7.06,17/6/2019 14:34:02.407-04:04,34.94154167,-76.80972833,5.3,3.91,
35,4,'cherrybranch',17/6/2019 14:34:04-04:04,35.15,19.35,11.34,4.52,-0.029,5.6,8.3,7.05,17/6/2019 14:34:04.419-04:04,34.94161,-76.80971667,6.2,3.858,
37,4,'cherrybranch',17/6/2019 14:34:06-04:04,35.15,19.34,11.34,4.52,-0.029,5.5,7.4,7.06,17/6/2019 14:34:06.435-04:04,34.94167833,-76.809705,5.5,3.858,
39,4,'cherrybranch',17/6/2019 14:34:08-04:04,35.15,19.35,11.34,4.52,-0.029,5.5,9.4,7.06,17/6/2019 14:34:08.446-04:04,34.94175,-76.809695,5.3,3.91,
41,4,'cherrybranch',17/6/2019 14:34:10-04:04,35.15,19.34,11.34,4.52,-0.029,5.5,7.4,7.06,17/6/2019 14:34:10.46-04:04,34.94182167,-76.80968667,5.3,3.91,
43,4,'cherrybranch',17/6/2019 14:34:12-04:04,35.15,19.35,11.34,4.51,-0.028,5.2,10.7,7.05,17/6/2019 14:34:12.473-04:04,34.94189,-76.80967833,6.1,3.91,
45,4,'cherrybranch',17/6/2019 14:34:14-04:04,35.15,19.34,11.34,4.51,-0.029,5.7,9.6,7.06,17/6/2019 14:34:14.496-04:04,34.94196167,-76.80967,5.5,3.91,
47,4,'cherrybranch',17/6/2019 14:34:16-04:04,35.15,19.35,11.34,4.5,-0.029,5.5,8.3,7.05,17/6/2019 14:34:16.41-04:04,34.94203333,-76.809665,5.3,3.961,
49,4,'cherrybranch',17/6/2019 14:34:18-04:04,35.15,19.34,11.34,4.5,-0.029,5.8,10.6,7.06,17/6/2019 14:34:18.427-04:04,34.942105,-76.80965667,5.9,3.961,
51,4,'cherrybranch',17/6/2019 14:34:20-04:04,35.15,19.35,11.34,4.5,-0.029,5.8,7.2,7.05,17/6/2019 14:34:20.441-04:04,34.94218,-76.80965167,5,4.013,
53,4,'cherrybranch',17/6/2019 14:34:22-04:04,35.15,19.34,11.34,4.5,-0.029,5.8,9.7,7.06,17/6/2019 14:34:22.455-04:04,34.942255,-76.80964833,5.1,4.013,
55,4,'cherrybranch',17/6/2019 14:34:24-04:04,35.15,19.35,11.34,4.5,-0.029,5.7,8.7,7.05,17/6/2019 14:34:24.472-04:04,34.94232667,-76.80964167,5.8,4.013,
57,4,'cherrybranch',17/6/2019 14:34:26-04:04,35.15,19.34,11.34,4.5,-0.029,5.8,10.9,7.06,17/6/2019 14:34:26.382-04:04,34.9424,-76.80963333,5.5,4.013,
59,4,'cherrybranch',17/6/2019 14:34:28-04:04,35.15,19.35,11.34,4.5,-0.029,6,6,7.05,17/6/2019 14:34:28.393-04:04,34.942475,-76.80963167,4.6,4.013,
61,4,'cherrybranch',17/6/2019 14:34:30-04:04,35.15,19.34,11.34,4.5,-0.029,6.1,8.7,7.06,17/6/2019 14:34:30.407-04:04,34.94254667,-76.809625,4.9,4.013,
63,4,'cherrybranch',17/6/2019 14:34:32-04:04,35.15,19.35,11.34,4.49,-0.029,5.9,5.5,7.05,17/6/2019 14:34:32.42-04:04,34.94261833,-76.80961833,5.4,4.013,
65,4,'cherrybranch',17/6/2019 14:34:34-04:04,35.15,19.34,11.34,4.49,-0.028,5.9,7.7,7.06,17/6/2019 14:34:34.441-04:04,34.94269,-76.80961167,4.8,4.013,
67,4,'cherrybranch',17/6/2019 14:34:36-04:04,35.14,19.35,11.34,4.48,-0.029,5.9,9.9,7.05,17/6/2019 14:34:36.455-04:04,34.94276,-76.80960167,4.7,3.961,
69,4,'cherrybranch',17/6/2019 14:34:38-04:04,35.14,19.34,11.34,4.48,-0.029,6.1,8.6,7.06,17/6/2019 14:34:38.468-04:04,34.94283167,-76.80959333,4.8,4.013,
71,4,'cherrybranch',17/6/2019 14:34:40-04:04,35.15,19.35,11.34,4.48,-0.028,6.1,9.8,7.05,17/6/2019 14:34:40.387-04:04,34.9429,-76.809585,5,3.961,
73,4,'cherrybranch',17/6/2019 14:34:42-04:04,35.15,19.34,11.34,4.48,-0.029,5.9,5.8,7.06,17/6/2019 14:34:42.402-04:04,34.94296833,-76.809575,6,3.961,
75,4,'cherrybranch',17/6/2019 14:34:44-04:04,35.15,19.35,11.34,4.48,-0.029,6.1,6.5,7.05,17/6/2019 14:34:44.418-04:04,34.943035,-76.80955833,6.5,3.961,
77,4,'cherrybranch',17/6/2019 14:34:46-04:04,35.15,19.34,11.34,4.48,-0.029,6.1,8.4,7.06,17/6/2019 14:34:46.434-04:04,34.94310667,-76.80954833,5.8,3.961,
79,4,'cherrybranch',17/6/2019 14:34:48-04:04,35.15,19.35,11.34,4.48,-0.028,6.1,8.8,7.05,17/6/2019 14:34:48.448-04:04,34.94317667,-76.80953667,6.6,3.961,
81,4,'cherrybranch',17/6/2019 14:34:50-04:04,35.15,19.34,11.34,4.48,-0.029,5.9,9.4,7.06,17/6/2019 14:34:50.462-04:04,34.94324667,-76.80952667,5.9,3.91,
83,4,'cherrybranch',17/6/2019 14:34:52-04:04,35.15,19.35,11.34,4.48,-0.029,6,7.5,7.05,17/6/2019 14:34:52.476-04:04,34.94331833,-76.809525,5.1,3.961,
85,4,'cherrybranch',17/6/2019 14:34:54-04:04,35.15,19.34,11.34,4.48,-0.028,6,10.7,7.06,17/6/2019 14:34:54.392-04:04,34.94339,-76.80952167,5.3,3.961,
87,4,'cherrybranch',17/6/2019 14:34:56-04:04,35.15,19.35,11.34,4.48,-0.029,6,8,7.05,17/6/2019 14:34:56.411-04:04,34.94346167,-76.80951667,5.2,3.961,
89,4,'cherrybranch',17/6/2019 14:34:58-04:04,35.15,19.34,11.34,4.48,-0.029,6.2,10.1,7.06,17/6/2019 14:34:58.426-04:04,34.94353333,-76.80950833,5.6,3.961,
91,4,'cherrybranch',17/6/2019 14:35:00-04:04,35.15,19.35,11.34,4.48,-0.029,6,11.2,7.05,17/6/2019 14:35:00.442-04:04,34.94360333,-76.8095,5.3,3.961,
93,4,'cherrybranch',17/6/2019 14:35:02-04:04,35.15,19.34,11.34,4.48,-0.029,5.9,9.3,7.06,17/6/2019 14:35:02.457-04:04,34.94368,-76.80949667,4.4,4.013,
95,4,'cherrybranch',17/6/2019 14:35:04-04:04,35.15,19.35,11.34,4.48,-0.029,5.8,7.9,7.05,17/6/2019 14:35:04.472-04:04,34.94375333,-76.80949167,4.7,4.013,
97,4,'cherrybranch',17/6/2019 14:35:06-04:04,35.15,19.34,11.34,4.48,-0.028,6,9.2,7.06,17/6/2019 14:35:06.487-04:04,34.94382667,-76.80948667,4.1,4.013,
99,4,'cherrybranch',17/6/2019 14:35:08-04:04,35.15,19.35,11.34,4.48,-0.029,6.3,10.4,7.05,17/6/2019 14:35:08.4-04:04,34.94389833,-76.80948167,3.4,3.961,
101,4,'cherrybranch',17/6/2019 14:35:10-04:04,35.15,19.34,11.34,4.48,-0.028,6,8.5,7.06,17/6/2019 14:35:10.413-04:04,34.94397167,-76.80947667,3.8,4.013,
103,4,'cherrybranch',17/6/2019 14:35:12-04:04,35.15,19.34,11.34,4.47,-0.029,6.1,7.7,7.05,17/6/2019 14:35:12.427-04:04,34.94404333,-76.80947,4.2,4.064,
105,4,'cherrybranch',17/6/2019 14:35:14-04:04,35.15,19.34,11.34,4.47,-0.028,6.2,9.8,7.06,17/6/2019 14:35:14.44-04:04,34.94411333,-76.80946,3.8,4.064,
107,4,'cherrybranch',17/6/2019 14:35:16-04:04,35.15,19.34,11.34,4.47,-0.028,6.1,11.4,7.05,17/6/2019 14:35:16.455-04:04,34.94418333,-76.80945,4.2,4.064,
109,4,'cherrybranch',17/6/2019 14:35:18-04:04,35.14,19.34,11.34,4.47,-0.028,6.1,10.8,7.06,17/6/2019 14:35:18.469-04:04,34.94425667,-76.80944167,4.5,4.116,
111,4,'cherrybranch',17/6/2019 14:35:20-04:04,35.15,19.35,11.34,4.47,-0.028,6,10.8,7.05,17/6/2019 14:35:20.483-04:04,34.94432667,-76.80943,5.2,4.116,
113,4,'cherrybranch',17/6/2019 14:35:22-04:04,35.15,19.34,11.34,4.47,-0.029,6,10.2,7.06,17/6/2019 14:35:22.41-04:04,34.94440167,-76.80942333,4.7,4.167,
115,4,'cherrybranch',17/6/2019 14:35:24-04:04,35.15,19.34,11.34,4.47,-0.029,6.1,11.7,7.05,17/6/2019 14:35:24.427-04:04,34.94447667,-76.809415,4.8,4.218,
117,4,'cherrybranch',17/6/2019 14:35:26-04:04,35.14,19.34,11.34,4.47,-0.029,5.8,10.8,7.06,17/6/2019 14:35:26.441-04:04,34.94455333,-76.80941167,4.1,4.218,
119,4,'cherrybranch',17/6/2019 14:35:28-04:04,35.15,19.35,11.34,4.47,-0.029,6,8.1,7.05,17/6/2019 14:35:28.457-04:04,34.944625,-76.80940167,4.6,4.218,
121,4,'cherrybranch',17/6/2019 14:35:30-04:04,35.15,19.34,11.34,4.47,-0.029,6.1,12,7.06,17/6/2019 14:35:30.471-04:04,34.9447,-76.80939,4.4,4.218,
123,4,'cherrybranch',17/6/2019 14:35:32-04:04,35.15,19.34,11.34,4.47,-0.028,6.1,12.2,7.05,17/6/2019 14:35:32.482-04:04,34.94477833,-76.80938667,3.6,4.218,
125,4,'cherrybranch',17/6/2019 14:35:34-04:04,35.15,19.34,11.34,4.47,-0.028,6.1,7.1,7.06,17/6/2019 14:35:34.396-04:04,34.94485333,-76.80937833,3.8,4.218,
127,4,'cherrybranch',17/6/2019 14:35:36-04:04,35.15,19.34,11.34,4.47,-0.029,5.9,11.4,7.05,17/6/2019 14:35:36.411-04:04,34.94493,-76.80937167,3.3,4.218,
129,4,'cherrybranch',17/6/2019 14:35:38-04:04,35.15,19.34,11.34,4.47,-0.028,6,9.1,7.06,17/6/2019 14:35:38.425-04:04,34.945005,-76.809365,3.2,4.27,
131,4,'cherrybranch',17/6/2019 14:35:40-04:04,35.14,19.34,11.34,4.48,-0.028,6.1,11.5,7.05,17/6/2019 14:35:40.438-04:04,34.94508,-76.80935833,2.7,4.218,
133,4,'cherrybranch',17/6/2019 14:36:04-04:04,35.15,19.34,11.34,4.47,-0.029,5.9,9.4,7.05,17/6/2019 14:36:04.406-04:04,34.94600333,-76.80932167,2.2,4.27,
135,4,'cherrybranch',17/6/2019 14:36:06-04:04,35.14,19.34,11.34,4.47,-0.029,5.8,11.2,7.06,17/6/2019 14:36:06.42-04:04,34.94607667,-76.809315,2.1,4.27,
137,4,'cherrybranch',17/6/2019 14:36:08-04:04,35.15,19.35,11.34,4.47,-0.029,5.8,8.5,7.05,17/6/2019 14:36:08.431-04:04,34.94615333,-76.809315,2,4.27,
139,4,'cherrybranch',17/6/2019 14:36:10-04:04,35.15,19.34,11.34,4.47,-0.028,5.8,12.1,7.06,17/6/2019 14:36:10.449-04:04,34.94622833,-76.80931167,2.1,4.27,
141,4,'cherrybranch',17/6/2019 14:36:12-04:04,35.15,19.34,11.34,4.47,-0.028,5.9,10.5,7.05,17/6/2019 14:36:12.463-04:04,34.94630167,-76.809305,2.9,4.27,
143,4,'cherrybranch',17/6/2019 14:36:14-04:04,35.14,19.34,11.34,4.47,-0.028,5.9,10.7,7.06,17/6/2019 14:36:14.478-04:04,34.94638,-76.80929833,2.7,4.27,
145,4,'cherrybranch',17/6/2019 14:36:16-04:04,35.15,19.35,11.34,4.47,-0.028,6,7.8,7.05,17/6/2019 14:36:16.493-04:04,34.94645833,-76.80929167,2,4.27,
147,4,'cherrybranch',17/6/2019 14:36:18-04:04,35.15,19.34,11.34,4.47,-0.028,6,8.8,7.06,17/6/2019 14:36:18.409-04:04,34.94653333,-76.80928333,2.2,4.321,
149,4,'cherrybranch',17/6/2019 14:36:20-04:04,35.14,19.34,11.34,4.47,-0.028,6,6.8,7.05,17/6/2019 14:36:20.423-04:04,34.94660833,-76.80928,1.8,4.321,
151,4,'cherrybranch',17/6/2019 14:36:22-04:04,35.14,19.34,11.34,4.47,-0.029,5.8,3.9,7.06,17/6/2019 14:36:22.436-04:04,34.94668333,-76.80927833,1.5,4.321,
153,4,'cherrybranch',17/6/2019 14:36:24-04:04,35.14,19.34,11.34,4.47,-0.028,5.9,10.1,7.05,17/6/2019 14:36:24.451-04:04,34.94676333,-76.80927667,1.4,4.373,
155,4,'cherrybranch',17/6/2019 14:36:26-04:04,35.15,19.34,11.34,4.47,-0.028,5.8,10.7,7.06,17/6/2019 14:36:26.464-04:04,34.946845,-76.809275,1.2,4.373,
157,4,'cherrybranch',17/6/2019 14:36:28-04:04,35.15,19.34,11.34,4.47,-0.028,5.9,8.8,7.05,17/6/2019 14:36:28.478-04:04,34.946925,-76.80927167,1.2,4.373,
159,4,'cherrybranch',17/6/2019 14:36:30-04:04,35.15,19.34,11.34,4.47,-0.028,5.9,8.6,7.06,17/6/2019 14:36:30.397-04:04,34.947005,-76.80926667,1.1,4.373,
161,4,'cherrybranch',17/6/2019 14:36:32-04:04,35.15,19.35,11.34,4.47,-0.028,6,7.7,7.05,17/6/2019 14:36:32.413-04:04,34.94708667,-76.809265,0.8,4.424,
163,4,'cherrybranch',17/6/2019 14:36:34-04:04,35.15,19.34,11.34,4.47,-0.028,5.8,7.8,7.06,17/6/2019 14:36:34.428-04:04,34.94717,-76.80926667,0.7,4.424,
165,4,'cherrybranch',17/6/2019 14:36:36-04:04,35.14,19.34,11.34,4.47,-0.028,6,6.9,7.05,17/6/2019 14:36:36.442-04:04,34.94725333,-76.80926833,0.5,4.424,
167,4,'cherrybranch',17/6/2019 14:36:38-04:04,35.15,19.34,11.34,4.47,-0.028,5.8,9.9,7.06,17/6/2019 14:36:38.456-04:04,34.947335,-76.80927167,0.2,4.424,
169,4,'cherrybranch',17/6/2019 14:36:40-04:04,35.15,19.34,11.34,4.47,-0.028,5.9,7.1,7.05,17/6/2019 14:36:40.469-04:04,34.94741333,-76.80927333,0.3,4.424,
171,4,'cherrybranch',17/6/2019 14:36:42-04:04,35.15,19.34,11.34,4.47,-0.028,5.9,6.9,7.06,17/6/2019 14:36:42.48-04:04,34.94749333,-76.80927333,0.4,4.424,
173,4,'cherrybranch',17/6/2019 14:36:44-04:04,35.14,19.35,11.34,4.47,-0.028,6,8,7.05,17/6/2019 14:36:44.395-04:04,34.94757333,-76.80927333,0.3,4.476,
175,4,'cherrybranch',17/6/2019 14:36:46-04:04,35.15,19.34,11.34,4.47,-0.028,5.9,6.4,7.06,17/6/2019 14:36:46.411-04:04,34.947655,-76.809275,0.3,4.476,
177,4,'cherrybranch',17/6/2019 14:36:48-04:04,35.15,19.34,11.34,4.47,-0.028,6,9.9,7.05,17/6/2019 14:36:48.427-04:04,34.947735,-76.809275,0.7,4.476,
179,4,'cherrybranch',17/6/2019 14:36:50-04:04,35.15,19.34,11.34,4.47,-0.028,5.8,8.5,7.06,17/6/2019 14:36:50.441-04:04,34.94781667,-76.80927833,0.6,4.476,
181,4,'cherrybranch',17/6/2019 14:36:52-04:04,35.15,19.34,11.34,4.47,-0.028,5.9,9.9,7.05,17/6/2019 14:36:52.455-04:04,34.94789833,-76.80927833,0.7,4.579,
183,4,'cherrybranch',17/6/2019 14:36:54-04:04,35.15,19.34,11.34,4.47,-0.028,5.9,7.9,7.06,17/6/2019 14:36:54.47-04:04,34.94798167,-76.80928,0.8,4.579,
185,4,'cherrybranch',17/6/2019 14:36:56-04:04,35.15,19.34,11.34,4.47,-0.028,5.9,9,7.05,17/6/2019 14:36:56.484-04:04,34.948065,-76.80928167,1.3,4.63,
187,4,'cherrybranch',17/6/2019 14:36:58-04:04,35.15,19.34,11.34,4.47,-0.028,5.9,7.4,7.06,17/6/2019 14:36:58.398-04:04,34.94814667,-76.80927833,1.9,4.681,
189,4,'cherrybranch',17/6/2019 14:37:00-04:04,35.15,19.34,11.34,4.46,-0.029,5.8,9.6,7.05,17/6/2019 14:37:00.413-04:04,34.94823333,-76.809275,0.7,4.733,
191,4,'cherrybranch',17/6/2019 14:37:02-04:04,35.15,19.34,11.34,4.46,-0.029,5.7,10.4,7.06,17/6/2019 14:37:02.43-04:04,34.94831833,-76.80926667,1,4.836,
193,4,'cherrybranch',17/6/2019 14:37:04-04:04,35.15,19.34,11.34,4.47,-0.029,5.8,6.7,7.05,17/6/2019 14:37:04.444-04:04,34.94840667,-76.80926333,0.6,4.939,
195,4,'cherrybranch',17/6/2019 14:37:06-04:04,35.15,19.34,11.34,4.47,-0.029,5.8,9.3,7.06,17/6/2019 14:37:06.457-04:04,34.9485,-76.80926167,0,4.99,
197,4,'cherrybranch',17/6/2019 14:37:08-04:04,35.15,19.34,11.34,4.47,-0.028,5.9,9,7.05,17/6/2019 14:37:08.471-04:04,34.94859,-76.80926,0,5.042,
199,4,'cherrybranch',17/6/2019 14:37:10-04:04,35.15,19.34,11.34,4.47,-0.028,5.8,6.9,7.06,17/6/2019 14:37:10.393-04:04,34.94867833,-76.80926167,0,5.042,
201,4,'cherrybranch',17/6/2019 14:37:12-04:04,35.15,19.34,11.34,4.47,-0.028,5.6,5.3,7.05,17/6/2019 14:37:12.41-04:04,34.94876833,-76.80926667,359,5.042,
203,4,'cherrybranch',17/6/2019 14:37:14-04:04,35.15,19.34,11.34,4.47,-0.029,5.8,7.4,7.06,17/6/2019 14:37:14.424-04:04,34.94885833,-76.80927167,359.5,5.042,
205,4,'cherrybranch',17/6/2019 14:37:16-04:04,35.15,19.34,11.34,4.47,-0.029,5.7,7.3,7.05,17/6/2019 14:37:16.438-04:04,34.94895167,-76.80927333,359.6,5.042,
207,4,'cherrybranch',17/6/2019 14:37:18-04:04,35.15,19.34,11.34,4.47,-0.028,5.8,9,7.06,17/6/2019 14:37:18.452-04:04,34.94904333,-76.80927833,359.1,5.042,
209,4,'cherrybranch',17/6/2019 14:37:20-04:04,35.15,19.34,11.34,4.47,-0.029,5.8,8.2,7.05,17/6/2019 14:37:20.466-04:04,34.94913667,-76.80928167,359.1,5.042,
211,4,'cherrybranch',17/6/2019 14:37:22-04:04,35.15,19.34,11.34,4.47,-0.029,5.9,8.4,7.06,17/6/2019 14:37:22.481-04:04,34.94922667,-76.80928333,359.5,5.042,
213,4,'cherrybranch',17/6/2019 14:37:24-04:04,35.15,19.34,11.34,4.47,-0.029,5.9,8.7,7.05,17/6/2019 14:37:24.494-04:04,34.94931833,-76.809285,359,5.042,
215,4,'cherrybranch',17/6/2019 14:37:26-04:04,35.15,19.34,11.34,4.47,-0.029,6,8.5,7.06,17/6/2019 14:37:26.409-04:04,34.94941,-76.80928667,359.1,5.042,
217,4,'cherrybranch',17/6/2019 14:37:28-04:04,35.15,19.34,11.34,4.46,-0.029,5.7,12.1,7.05,17/6/2019 14:37:28.423-04:04,34.94950167,-76.80928833,359,4.99,
219,4,'cherrybranch',17/6/2019 14:37:30-04:04,35.15,19.34,11.34,4.46,-0.028,5.8,8.2,7.06,17/6/2019 14:37:30.436-04:04,34.94959,-76.80928667,359,4.99,
221,4,'cherrybranch',17/6/2019 14:37:32-04:04,35.15,19.34,11.34,4.46,-0.028,5.7,8,7.05,17/6/2019 14:37:32.45-04:04,34.94968,-76.80928667,359,4.99,
223,4,'cherrybranch',17/6/2019 14:37:34-04:04,35.15,19.34,11.34,4.46,-0.028,5.8,8.2,7.06,17/6/2019 14:37:34.464-04:04,34.949765,-76.80928167,359.1,4.939,
225,4,'cherrybranch',17/6/2019 14:37:36-04:04,35.15,19.34,11.34,4.46,-0.029,6,10,7.05,17/6/2019 14:37:36.48-04:04,34.94985667,-76.80928167,359.1,4.99,
227,4,'cherrybranch',17/6/2019 14:37:38-04:04,35.15,19.34,11.34,4.47,-0.029,5.9,5.9,7.06,17/6/2019 14:37:38.494-04:04,34.94994333,-76.80927667,359.1,4.99,
229,4,'cherrybranch',17/6/2019 14:37:40-04:04,35.15,19.34,11.34,4.46,-0.029,5.8,7.8,7.05,17/6/2019 14:37:40.408-04:04,34.95003167,-76.80928,358.8,4.99,
231,4,'cherrybranch',17/6/2019 14:37:42-04:04,35.15,19.34,11.34,4.46,-0.029,5.6,10.2,7.06,17/6/2019 14:37:42.422-04:04,34.95012167,-76.80927667,358.8,4.99,
233,4,'cherrybranch',17/6/2019 14:37:44-04:04,35.15,19.34,11.34,4.47,-0.029,5.6,6.4,7.05,17/6/2019 14:37:44.438-04:04,34.95021167,-76.80927833,358.7,4.99,
235,4,'cherrybranch',17/6/2019 14:37:46-04:04,35.15,19.34,11.34,4.47,-0.029,5.9,8.8,7.06,17/6/2019 14:37:46.452-04:04,34.95030167,-76.80928167,358.6,4.99,
237,4,'cherrybranch',17/6/2019 14:37:48-04:04,35.15,19.34,11.34,4.47,-0.028,5.7,8.6,7.05,17/6/2019 14:37:48.468-04:04,34.95039333,-76.80928667,358.3,4.99,
239,4,'cherrybranch',17/6/2019 14:37:50-04:04,35.15,19.34,11.34,4.47,-0.029,5.8,9.7,7.06,17/6/2019 14:37:50.482-04:04,34.95048333,-76.80929167,358.2,4.99,
241,4,'cherrybranch',17/6/2019 14:37:52-04:04,35.15,19.34,11.34,4.47,-0.028,5.8,7.5,7.05,17/6/2019 14:37:52.495-04:04,34.95057333,-76.80929667,358,4.99,
243,4,'cherrybranch',17/6/2019 14:37:54-04:04,35.15,19.34,11.34,4.47,-0.029,5.8,9.3,7.06,17/6/2019 14:37:54.41-04:04,34.95066167,-76.8093,358.2,4.99,
245,4,'cherrybranch',17/6/2019 14:37:56-04:04,35.15,19.34,11.34,4.47,-0.029,5.7,8,7.05,17/6/2019 14:37:56.425-04:04,34.95074833,-76.8093,358.2,4.99,
247,4,'cherrybranch',17/6/2019 14:37:58-04:04,35.15,19.34,11.34,4.47,-0.028,5.8,9,7.06,17/6/2019 14:37:58.44-04:04,34.95083667,-76.8093,358.2,4.99,
249,4,'cherrybranch',17/6/2019 14:38:00-04:04,35.15,19.34,11.34,4.46,-0.028,5.9,8.2,7.05,17/6/2019 14:38:00.454-04:04,34.950925,-76.809305,357.9,4.99,
251,4,'cherrybranch',17/6/2019 14:38:02-04:04,35.15,19.34,11.34,4.46,-0.029,5.8,8.7,7.06,17/6/2019 14:38:02.471-04:04,34.95101667,-76.80930833,358,4.99,
253,4,'cherrybranch',17/6/2019 14:38:04-04:04,35.15,19.34,11.34,4.47,-0.029,5.7,10.2,7.05,17/6/2019 14:38:04.483-04:04,34.95110833,-76.80931167,358,4.99,
255,4,'cherrybranch',17/6/2019 14:38:06-04:04,35.15,19.34,11.34,4.47,-0.029,5.7,10.6,7.06,17/6/2019 14:38:06.396-04:04,34.95119833,-76.80931667,357.8,4.99,
257,4,'cherrybranch',17/6/2019 14:38:08-04:04,35.15,19.34,11.34,4.47,-0.029,5.7,9.1,7.05,17/6/2019 14:38:08.407-04:04,34.95128667,-76.80932,357.9,4.99,
259,4,'cherrybranch',17/6/2019 14:38:10-04:04,35.15,19.34,11.34,4.47,-0.029,5.7,7.3,7.06,17/6/2019 14:38:10.421-04:04,34.95137333,-76.80931667,358.1,4.939,
261,4,'cherrybranch',17/6/2019 14:38:12-04:04,35.15,19.34,11.34,4.46,-0.028,5.7,8.4,7.05,17/6/2019 14:38:12.434-04:04,34.95146167,-76.809315,358.3,4.99,
263,4,'cherrybranch',17/6/2019 14:38:14-04:04,35.15,19.34,11.34,4.46,-0.029,5.8,9.3,7.06,17/6/2019 14:38:14.452-04:04,34.95154833,-76.80931333,358.5,4.939,
265,4,'cherrybranch',17/6/2019 14:38:16-04:04,35.15,19.34,11.34,4.46,-0.029,5.9,7.9,7.05,17/6/2019 14:38:16.466-04:04,34.95163833,-76.80931167,358.7,4.99,
267,4,'cherrybranch',17/6/2019 14:38:18-04:04,35.15,19.34,11.34,4.46,-0.029,5.9,8.9,7.06,17/6/2019 14:38:18.481-04:04,34.951725,-76.80931333,358.3,4.99,
269,4,'cherrybranch',17/6/2019 14:38:20-04:04,35.15,19.34,11.34,4.46,-0.029,5.9,9.8,7.05,17/6/2019 14:38:20.395-04:04,34.951815,-76.80931667,358.3,4.99,
271,4,'cherrybranch',17/6/2019 14:38:22-04:04,35.15,19.34,11.34,4.46,-0.029,5.9,8.6,7.06,17/6/2019 14:38:22.409-04:04,34.951905,-76.80932167,358.1,4.99,
273,4,'cherrybranch',17/6/2019 14:38:24-04:04,35.15,19.34,11.34,4.46,-0.029,5.9,6.2,7.05,17/6/2019 14:38:24.423-04:04,34.951995,-76.80932667,358.2,4.99,
