FMN,Cherrry Branch to Minnesott Beach Ferry on Neuse River ,,,,,FERRYMON NEUSE RIVER 2019,,,,,,,,,,,
ID,cast #,loc_code,sample_time,tempc,spcond,salppt,dissolved_o2,depth_m,turbid,chl,ph,sample_time,lat,lon,track,speed,
700211,1961,'cherrybranch',24/8/2019 10:11:36-04:04,28.9,27.5,16.81,10.38,-0.023,71.9,11.5,7.73,24/8/2019 10:11:37.247-04:04,34.94466833,-76.80926167,184.7,4.116,
700213,1961,'cherrybranch',24/8/2019 10:11:38-04:04,28.9,27.5,16.81,10.3,-0.023,62.9,14.9,7.73,24/8/2019 10:11:39.259-04:04,34.94459333,-76.809265,185.2,4.116,
700215,1961,'cherrybranch',24/8/2019 10:11:40-04:04,28.9,27.5,16.81,10.3,-0.023,64,11.8,7.73,24/8/2019 10:11:41.27-04:04,34.94452167,-76.80927833,185.9,4.116,
700217,1961,'cherrybranch',24/8/2019 10:11:42-04:04,28.9,27.5,16.81,10.22,-0.023,67.6,14.8,7.73,24/8/2019 10:11:43.281-04:04,34.94445167,-76.80929667,186.6,4.064,
700219,1961,'cherrybranch',24/8/2019 10:11:44-04:04,28.9,27.5,16.81,10.22,-0.022,58.8,14,7.73,24/8/2019 10:11:45.293-04:04,34.94438167,-76.80931167,186.6,4.064,
700221,1961,'cherrybranch',24/8/2019 10:11:46-04:04,28.9,27.51,16.81,10.13,-0.024,62.6,13.8,7.73,24/8/2019 10:11:47.305-04:04,34.94431333,-76.80932167,186.6,4.064,
700223,1961,'cherrybranch',24/8/2019 10:11:48-04:04,28.9,27.51,16.81,10.13,-0.023,71.9,11.9,7.73,24/8/2019 10:11:49.32-04:04,34.94424667,-76.809335,187,4.064,
700225,1961,'cherrybranch',24/8/2019 10:11:50-04:04,28.9,27.51,16.82,10.06,-0.023,69.3,11.9,7.73,24/8/2019 10:11:51.335-04:04,34.94417,-76.80935167,187.3,4.116,
700227,1961,'cherrybranch',24/8/2019 10:11:52-04:04,28.9,27.51,16.82,10.06,-0.022,68.8,10.5,7.73,24/8/2019 10:11:53.25-04:04,34.94409667,-76.80936833,187.8,4.064,
700229,1961,'cherrybranch',24/8/2019 10:11:54-04:04,28.9,27.51,16.82,9.99,-0.023,60.4,13.2,7.73,24/8/2019 10:11:55.264-04:04,34.94403,-76.80938833,188.4,4.064,
700231,1961,'cherrybranch',24/8/2019 10:11:56-04:04,28.9,27.51,16.82,9.99,-0.022,60.9,13.8,7.73,24/8/2019 10:11:57.276-04:04,34.94396,-76.80940833,188.6,4.064,
700233,1961,'cherrybranch',24/8/2019 10:11:58-04:04,28.9,27.52,16.82,9.92,-0.022,83.1,13.3,7.73,24/8/2019 10:11:59.287-04:04,34.94388833,-76.80942333,189.1,4.013,
700235,1961,'cherrybranch',24/8/2019 10:12:00-04:04,28.9,27.52,16.82,9.92,-0.022,70.9,11.8,7.74,24/8/2019 10:12:01.31-04:04,34.94381667,-76.80943833,189.7,4.013,
700237,1961,'cherrybranch',24/8/2019 10:12:02-04:04,28.9,27.52,16.82,9.86,-0.023,66.1,12.6,7.74,24/8/2019 10:12:03.326-04:04,34.94374667,-76.809455,190,3.961,
700239,1961,'cherrybranch',24/8/2019 10:12:04-04:04,28.9,27.52,16.82,9.86,-0.023,74.1,11,7.74,24/8/2019 10:12:05.341-04:04,34.94367833,-76.80946833,189.5,3.961,
700241,1961,'cherrybranch',24/8/2019 10:12:06-04:04,28.89,27.52,16.82,9.8,-0.023,67.9,11.1,7.74,24/8/2019 10:12:07.264-04:04,34.94360333,-76.80947833,188.6,3.961,
700243,1961,'cherrybranch',24/8/2019 10:12:08-04:04,28.89,27.52,16.82,9.8,-0.022,60.5,7.6,7.74,24/8/2019 10:12:09.275-04:04,34.94353,-76.80948167,187.5,3.961,
46660,2073,'cherrybranch',28/8/2019 11:04:02-04:04,27.07,20.48,12.2,14.52,-0.09,834.4,16.8,7.63,28/8/2019 11:04:03.288-04:04,34.941075,-76.80968833,3.7,3.755,
46662,2073,'cherrybranch',28/8/2019 11:04:04-04:04,27.08,20.47,12.2,13.04,-0.089,834.4,16.1,7.62,28/8/2019 11:04:05.301-04:04,34.94114667,-76.80968667,3.8,3.755,
46664,2073,'cherrybranch',28/8/2019 11:04:06-04:04,27.08,20.46,12.19,13.04,-0.09,834.4,12.2,7.63,28/8/2019 11:04:07.215-04:04,34.941215,-76.80968167,3.9,3.755,
46666,2073,'cherrybranch',28/8/2019 11:04:08-04:04,27.08,20.45,12.18,12.54,-0.09,829.9,13.8,7.62,28/8/2019 11:04:09.21-04:04,34.94128333,-76.80968,3.8,3.755,
46668,2073,'cherrybranch',28/8/2019 11:04:10-04:04,27.08,20.43,12.17,12.54,-0.09,797.2,17.2,7.63,28/8/2019 11:04:11.224-04:04,34.94135167,-76.809675,3.9,3.755,
46670,2073,'cherrybranch',28/8/2019 11:04:12-04:04,27.08,20.42,12.16,12.25,-0.09,878.7,13.4,7.63,28/8/2019 11:04:13.237-04:04,34.94142167,-76.80967167,3.8,3.755,
46672,2073,'cherrybranch',28/8/2019 11:04:14-04:04,27.09,20.41,12.15,12.25,-0.09,818.1,19,7.63,28/8/2019 11:04:15.24-04:04,34.94149,-76.80966833,3.9,3.807,
46674,2073,'cherrybranch',28/8/2019 11:04:16-04:04,27.09,20.4,12.15,12.08,-0.089,860.5,13.4,7.62,28/8/2019 11:04:17.255-04:04,34.94155667,-76.809665,3.9,3.807,
46676,2073,'cherrybranch',28/8/2019 11:04:18-04:04,27.09,20.38,12.14,12.08,-0.09,850,16.5,7.63,28/8/2019 11:04:19.262-04:04,34.94162667,-76.80966167,3.7,3.807,
46678,2073,'cherrybranch',28/8/2019 11:04:20-04:04,27.09,20.37,12.13,11.96,-0.09,860.1,15.5,7.63,28/8/2019 11:04:21.273-04:04,34.941695,-76.80965667,3.8,3.807,
46680,2073,'cherrybranch',28/8/2019 11:04:22-04:04,27.1,20.36,12.12,11.96,-0.09,883.5,11.9,7.63,28/8/2019 11:04:23.282-04:04,34.94176667,-76.80965167,3.8,3.858,
46682,2073,'cherrybranch',28/8/2019 11:04:24-04:04,27.1,20.34,12.11,11.9,-0.09,895.3,16.8,7.62,28/8/2019 11:04:25.289-04:04,34.941835,-76.80964667,3.6,3.858,
46684,2073,'cherrybranch',28/8/2019 11:04:26-04:04,27.1,20.33,12.1,11.9,-0.09,876.5,15.7,7.63,28/8/2019 11:04:27.2-04:04,34.94190167,-76.80964333,3.6,3.858,
46686,2073,'cherrybranch',28/8/2019 11:04:28-04:04,27.1,20.31,12.09,11.87,-0.09,867.4,15.5,7.63,28/8/2019 11:04:29.309-04:04,34.94197167,-76.80963667,3.7,3.858,
46688,2073,'cherrybranch',28/8/2019 11:04:30-04:04,27.11,20.3,12.09,11.87,-0.09,904.7,17.6,7.63,28/8/2019 11:04:31.215-04:04,34.94204,-76.809625,4,3.858,
46690,2073,'cherrybranch',28/8/2019 11:04:32-04:04,27.11,20.29,12.08,11.86,-0.09,835.2,15.6,7.63,28/8/2019 11:04:33.227-04:04,34.94211,-76.809615,4.2,3.858,
46692,2073,'cherrybranch',28/8/2019 11:04:34-04:04,27.11,20.27,12.07,11.86,-0.09,897.5,14.9,7.63,28/8/2019 11:04:35.234-04:04,34.94218,-76.80960667,4.2,3.91,
46694,2073,'cherrybranch',28/8/2019 11:04:36-04:04,27.11,20.26,12.06,11.87,-0.09,881.2,18.7,7.63,28/8/2019 11:04:37.245-04:04,34.94224833,-76.80960167,4,3.91,
46696,2073,'cherrybranch',28/8/2019 11:04:38-04:04,27.11,20.24,12.04,11.87,-0.09,912.4,15.1,7.63,28/8/2019 11:04:39.259-04:04,34.94232167,-76.8096,4.2,3.91,
46698,2073,'cherrybranch',28/8/2019 11:04:40-04:04,27.11,20.23,12.04,11.9,-0.09,912.4,16.8,7.63,28/8/2019 11:04:41.271-04:04,34.94239333,-76.809595,4.5,3.91,
46700,2073,'cherrybranch',28/8/2019 11:04:42-04:04,27.12,20.22,12.03,11.9,-0.09,912.4,16.3,7.63,28/8/2019 11:04:43.276-04:04,34.94246333,-76.80958833,4.6,3.91,
46702,2073,'cherrybranch',28/8/2019 11:04:44-04:04,27.12,20.2,12.02,11.94,-0.09,912.4,15.9,7.63,28/8/2019 11:04:45.292-04:04,34.94253,-76.80958167,4.7,3.91,
46704,2073,'cherrybranch',28/8/2019 11:04:46-04:04,27.12,20.19,12.01,11.94,-0.09,872.1,15.7,7.63,28/8/2019 11:04:47.204-04:04,34.94259667,-76.80957333,4.8,3.858,
46706,2073,'cherrybranch',28/8/2019 11:04:48-04:04,27.12,20.18,12.01,11.99,-0.09,872.1,13.9,7.63,28/8/2019 11:04:49.217-04:04,34.94266167,-76.80956333,5,3.91,
46708,2073,'cherrybranch',28/8/2019 11:04:50-04:04,27.12,20.17,12,11.99,-0.09,872.1,16.1,7.63,28/8/2019 11:04:51.231-04:04,34.94273,-76.80955333,5.1,3.91,
46710,2073,'cherrybranch',28/8/2019 11:04:52-04:04,27.12,20.16,11.99,12.04,-0.09,872.1,17.9,7.63,28/8/2019 11:04:53.242-04:04,34.94279667,-76.809545,5.1,3.858,
46712,2073,'cherrybranch',28/8/2019 11:04:54-04:04,27.12,20.15,11.99,12.04,-0.091,872.1,15.2,7.63,28/8/2019 11:04:55.21-04:04,34.94286667,-76.80953667,5.1,3.91,
46714,2073,'cherrybranch',28/8/2019 11:04:56-04:04,27.12,20.14,11.98,12.1,-0.089,872.1,16.4,7.63,28/8/2019 11:04:57.223-04:04,34.94294167,-76.80953167,5,3.91,
46716,2073,'cherrybranch',28/8/2019 11:04:58-04:04,27.12,20.13,11.97,12.1,-0.09,866.8,13.6,7.63,28/8/2019 11:04:59.236-04:04,34.94301833,-76.809525,5,3.91,
46718,2073,'cherrybranch',28/8/2019 11:05:00-04:04,27.12,20.12,11.97,12.16,-0.09,933,18.3,7.63,28/8/2019 11:05:01.25-04:04,34.94308667,-76.80950833,5.3,3.91,
46720,2073,'cherrybranch',28/8/2019 11:05:02-04:04,27.12,20.11,11.96,12.16,-0.09,898.2,16.9,7.64,28/8/2019 11:05:03.262-04:04,34.94315167,-76.80949167,5.2,3.858,
46722,2073,'cherrybranch',28/8/2019 11:05:04-04:04,27.12,20.1,11.96,12.21,-0.09,882.2,13.7,7.63,28/8/2019 11:05:05.274-04:04,34.94322,-76.80948,4.9,3.91,
46724,2073,'cherrybranch',28/8/2019 11:05:06-04:04,27.12,20.09,11.95,12.21,-0.09,890,16.5,7.64,28/8/2019 11:05:07.282-04:04,34.94329,-76.809465,4.9,3.91,
46726,2073,'cherrybranch',28/8/2019 11:05:08-04:04,27.12,20.08,11.94,12.27,-0.09,872.2,18.6,7.63,28/8/2019 11:05:09.293-04:04,34.94335167,-76.809455,4.2,3.858,
46728,2073,'cherrybranch',28/8/2019 11:05:10-04:04,27.12,20.07,11.94,12.27,-0.09,899.1,18,7.64,28/8/2019 11:05:11.302-04:04,34.94342167,-76.80945333,3.8,3.91,
46730,2073,'cherrybranch',28/8/2019 11:05:12-04:04,27.12,20.06,11.93,12.32,-0.09,928.7,16.7,7.64,28/8/2019 11:05:13.215-04:04,34.943495,-76.80944833,3.4,3.91,
46732,2073,'cherrybranch',28/8/2019 11:05:14-04:04,27.12,20.06,11.93,12.32,-0.09,928.7,14.5,7.64,28/8/2019 11:05:15.213-04:04,34.94357333,-76.80944667,2.9,3.961,
46734,2073,'cherrybranch',28/8/2019 11:05:16-04:04,27.12,20.05,11.92,12.38,-0.09,928.7,16.9,7.64,28/8/2019 11:05:17.229-04:04,34.94364667,-76.80944667,2.6,3.91,
46736,2073,'cherrybranch',28/8/2019 11:05:18-04:04,27.12,20.04,11.91,12.38,-0.09,928.7,16.8,7.64,28/8/2019 11:05:19.233-04:04,34.94372,-76.80944667,2.5,3.91,
46738,2073,'cherrybranch',28/8/2019 11:05:20-04:04,27.12,20.03,11.91,12.44,-0.09,928.7,16.8,7.64,28/8/2019 11:05:21.246-04:04,34.94379167,-76.80944333,2.7,3.91,
46740,2073,'cherrybranch',28/8/2019 11:05:22-04:04,27.12,20.02,11.9,12.44,-0.09,882.9,18.5,7.64,28/8/2019 11:05:23.253-04:04,34.94386,-76.80944,2.8,3.91,
46742,2073,'cherrybranch',28/8/2019 11:05:24-04:04,27.13,20.01,11.89,12.5,-0.091,882.9,18.7,7.64,28/8/2019 11:05:25.268-04:04,34.94393167,-76.80943167,3.1,3.961,
46744,2073,'cherrybranch',28/8/2019 11:05:26-04:04,27.13,20,11.89,12.5,-0.09,891.8,15.7,7.64,28/8/2019 11:05:27.273-04:04,34.94400167,-76.80942667,3,3.961,
46746,2073,'cherrybranch',28/8/2019 11:05:28-04:04,27.13,19.99,11.88,12.55,-0.091,891.8,16.4,7.64,28/8/2019 11:05:29.284-04:04,34.944075,-76.80942333,3.2,3.961,
46748,2073,'cherrybranch',28/8/2019 11:05:30-04:04,27.13,19.98,11.88,12.55,-0.09,925,16.9,7.64,28/8/2019 11:05:31.287-04:04,34.94414667,-76.80942,3.1,3.961,
46750,2073,'cherrybranch',28/8/2019 11:05:32-04:04,27.13,19.97,11.87,12.6,-0.09,925,19.3,7.64,28/8/2019 11:05:33.203-04:04,34.94422167,-76.809415,3.2,3.961,
46752,2073,'cherrybranch',28/8/2019 11:05:34-04:04,27.13,19.96,11.86,12.6,-0.09,899.8,16.8,7.64,28/8/2019 11:05:35.218-04:04,34.944295,-76.80941333,3.2,3.961,
46754,2073,'cherrybranch',28/8/2019 11:05:36-04:04,27.14,19.96,11.86,12.65,-0.09,899.8,16.6,7.64,28/8/2019 11:05:37.215-04:04,34.944365,-76.80941,3.4,3.961,
46756,2073,'cherrybranch',28/8/2019 11:05:38-04:04,27.14,19.95,11.86,12.65,-0.09,874.6,18.3,7.64,28/8/2019 11:05:39.23-04:04,34.94443833,-76.80940167,3.6,3.961,
46758,2073,'cherrybranch',28/8/2019 11:05:40-04:04,27.14,19.94,11.85,12.71,-0.09,874.6,16.9,7.64,28/8/2019 11:05:41.236-04:04,34.94451333,-76.80939333,3.8,4.013,
46760,2073,'cherrybranch',28/8/2019 11:05:42-04:04,27.14,19.93,11.84,12.71,-0.091,874.6,17.8,7.65,28/8/2019 11:05:43.249-04:04,34.94458167,-76.80938333,4.1,3.961,
46762,2073,'cherrybranch',28/8/2019 11:05:44-04:04,27.14,19.92,11.84,12.76,-0.09,874.6,18.8,7.64,28/8/2019 11:05:45.256-04:04,34.94465167,-76.80937167,4.3,3.961,
46764,2073,'cherrybranch',28/8/2019 11:05:46-04:04,27.14,19.92,11.83,12.76,-0.091,905.5,21.4,7.65,28/8/2019 11:05:47.268-04:04,34.94472167,-76.80936333,4.3,4.013,
46766,2073,'cherrybranch',28/8/2019 11:05:48-04:04,27.14,19.91,11.83,12.8,-0.091,890.6,20,7.64,28/8/2019 11:05:49.274-04:04,34.944795,-76.80935833,4.2,4.013,
46768,2073,'cherrybranch',28/8/2019 11:05:50-04:04,27.15,19.9,11.82,12.8,-0.09,890.6,16.9,7.65,28/8/2019 11:05:51.285-04:04,34.94487,-76.80935667,4.1,4.013,
46770,2073,'cherrybranch',28/8/2019 11:05:52-04:04,27.15,19.9,11.82,12.84,-0.091,890.6,17.5,7.65,28/8/2019 11:05:53.291-04:04,34.94493833,-76.80935,4.3,4.013,
46772,2073,'cherrybranch',28/8/2019 11:05:54-04:04,27.15,19.89,11.82,12.84,-0.09,890.7,21.3,7.65,28/8/2019 11:05:55.3-04:04,34.94500833,-76.80934667,3.8,4.013,
46774,2073,'cherrybranch',28/8/2019 11:05:56-04:04,27.15,19.89,11.82,12.88,-0.091,890.7,20.2,7.65,28/8/2019 11:05:57.221-04:04,34.94508,-76.80933833,3.8,4.013,
46776,2073,'cherrybranch',28/8/2019 11:05:58-04:04,27.15,19.89,11.81,12.88,-0.091,890.7,20.7,7.65,28/8/2019 11:05:59.232-04:04,34.94515167,-76.80932833,3.4,4.013,
46778,2073,'cherrybranch',28/8/2019 11:06:00-04:04,27.15,19.88,11.81,12.92,-0.091,859.6,19,7.65,28/8/2019 11:06:01.216-04:04,34.94522333,-76.80932167,3.1,4.013,
46780,2073,'cherrybranch',28/8/2019 11:06:02-04:04,27.15,19.88,11.81,12.92,-0.091,900.8,15.7,7.65,28/8/2019 11:06:03.227-04:04,34.94529667,-76.80931667,2.7,3.961,
46782,2073,'cherrybranch',28/8/2019 11:06:04-04:04,27.15,19.88,11.81,12.95,-0.09,859.2,17.8,7.65,28/8/2019 11:06:05.238-04:04,34.94536833,-76.80931667,2.6,3.961,
46784,2073,'cherrybranch',28/8/2019 11:06:06-04:04,27.15,19.87,11.8,12.95,-0.09,890.5,18.3,7.65,28/8/2019 11:06:07.254-04:04,34.94544,-76.80931167,3.1,3.961,
46786,2073,'cherrybranch',28/8/2019 11:06:08-04:04,27.15,19.87,11.8,12.97,-0.091,854.6,20.6,7.65,28/8/2019 11:06:09.266-04:04,34.94551333,-76.80930667,3.3,4.013,
46788,2073,'cherrybranch',28/8/2019 11:06:10-04:04,27.15,19.86,11.8,12.97,-0.09,874.7,23,7.65,28/8/2019 11:06:11.271-04:04,34.94558667,-76.80929833,3.5,4.013,
46790,2073,'cherrybranch',28/8/2019 11:06:12-04:04,27.15,19.86,11.8,12.99,-0.09,886.4,17.4,7.65,28/8/2019 11:06:13.285-04:04,34.94565667,-76.80929,3.7,4.013,
46792,2073,'cherrybranch',28/8/2019 11:06:14-04:04,27.15,19.85,11.79,12.99,-0.09,886.4,20.2,7.65,28/8/2019 11:06:15.289-04:04,34.94572833,-76.80928667,3.5,4.013,
46794,2073,'cherrybranch',28/8/2019 11:06:16-04:04,27.16,19.85,11.79,13.01,-0.09,886.5,19.7,7.65,28/8/2019 11:06:17.314-04:04,34.9458,-76.80928667,3.4,4.013,
46796,2073,'cherrybranch',28/8/2019 11:06:18-04:04,27.16,19.84,11.79,13.01,-0.09,886.5,17.7,7.65,28/8/2019 11:06:19.251-04:04,34.945875,-76.80928167,3.5,4.013,
46798,2073,'cherrybranch',28/8/2019 11:06:20-04:04,27.16,19.84,11.78,13.03,-0.09,877.8,17.5,7.65,28/8/2019 11:06:21.259-04:04,34.94594833,-76.80927167,3.5,4.013,
46800,2073,'cherrybranch',28/8/2019 11:06:22-04:04,27.16,19.84,11.78,13.03,-0.091,879.9,20.5,7.65,28/8/2019 11:06:23.269-04:04,34.94602167,-76.809265,3.2,4.013,
46802,2073,'cherrybranch',28/8/2019 11:06:24-04:04,27.16,19.83,11.78,13.04,-0.09,879.9,18.7,7.65,28/8/2019 11:06:25.274-04:04,34.94609333,-76.80926667,2.6,4.013,
46804,2073,'cherrybranch',28/8/2019 11:06:26-04:04,27.16,19.82,11.77,13.04,-0.091,879.9,18.2,7.66,28/8/2019 11:06:27.287-04:04,34.94616333,-76.809265,2.4,4.013,
46806,2073,'cherrybranch',28/8/2019 11:06:28-04:04,27.16,19.82,11.77,13.05,-0.09,879.9,20.9,7.65,28/8/2019 11:06:29.294-04:04,34.94623667,-76.80926167,2.3,4.013,
46808,2073,'cherrybranch',28/8/2019 11:06:30-04:04,27.16,19.81,11.77,13.05,-0.09,880,18.6,7.66,28/8/2019 11:06:31.303-04:04,34.94630833,-76.80925667,2.2,4.013,
46810,2073,'cherrybranch',28/8/2019 11:06:32-04:04,27.16,19.81,11.76,13.07,-0.091,885.6,16.4,7.65,28/8/2019 11:06:33.31-04:04,34.94637667,-76.809255,1.9,4.013,
46812,2073,'cherrybranch',28/8/2019 11:06:34-04:04,27.16,19.8,11.76,13.07,-0.091,885.6,19.6,7.66,28/8/2019 11:06:35.218-04:04,34.94644667,-76.809255,1.7,4.013,
46814,2073,'cherrybranch',28/8/2019 11:06:36-04:04,27.17,19.8,11.76,13.08,-0.09,885.7,18.8,7.65,28/8/2019 11:06:37.228-04:04,34.94652,-76.80925833,1.7,4.013,
46816,2073,'cherrybranch',28/8/2019 11:06:38-04:04,27.17,19.79,11.75,13.08,-0.09,885.7,16.1,7.66,28/8/2019 11:06:39.236-04:04,34.94659667,-76.80925833,2,4.064,
46818,2073,'cherrybranch',28/8/2019 11:06:40-04:04,27.17,19.78,11.75,13.11,-0.091,885.7,17,7.66,28/8/2019 11:06:41.246-04:04,34.94667,-76.80925833,2.1,4.064,
46820,2073,'cherrybranch',28/8/2019 11:06:42-04:04,27.17,19.78,11.74,13.11,-0.09,885.7,14.6,7.66,28/8/2019 11:06:43.256-04:04,34.946745,-76.80925667,2.2,4.064,
46822,2073,'cherrybranch',28/8/2019 11:06:44-04:04,27.17,19.77,11.74,13.15,-0.091,860.9,18.3,7.66,28/8/2019 11:06:45.263-04:04,34.94681667,-76.80925833,2.1,4.064,
46824,2073,'cherrybranch',28/8/2019 11:06:46-04:04,27.17,19.77,11.74,13.15,-0.091,870.5,18.9,7.66,28/8/2019 11:06:47.273-04:04,34.94688833,-76.80925833,2.1,4.064,
46826,2073,'cherrybranch',28/8/2019 11:06:48-04:04,27.17,19.76,11.73,13.2,-0.091,875.9,20,7.66,28/8/2019 11:06:49.281-04:04,34.94696167,-76.80925667,2.1,4.064,
46828,2073,'cherrybranch',28/8/2019 11:06:50-04:04,27.18,19.75,11.73,13.19,-0.091,875.9,17.2,7.66,28/8/2019 11:06:51.227-04:04,34.94703667,-76.809255,2.2,4.064,
46830,2073,'cherrybranch',28/8/2019 11:06:52-04:04,27.18,19.75,11.72,13.23,-0.091,888.9,20.9,7.66,28/8/2019 11:06:53.232-04:04,34.94711,-76.80925333,2.1,4.064,
46832,2073,'cherrybranch',28/8/2019 11:06:54-04:04,27.18,19.74,11.72,13.23,-0.091,862.1,17.5,7.66,28/8/2019 11:06:55.243-04:04,34.94718667,-76.80924667,2.3,4.116,
46834,2073,'cherrybranch',28/8/2019 11:06:56-04:04,27.18,19.74,11.72,13.27,-0.09,890.2,17.5,7.66,28/8/2019 11:06:57.247-04:04,34.94726,-76.80924,2.3,4.064,
46836,2073,'cherrybranch',28/8/2019 11:06:58-04:04,27.19,19.73,11.71,13.27,-0.091,900.6,22,7.66,28/8/2019 11:06:59.261-04:04,34.94733167,-76.80923333,2.3,4.064,
46838,2073,'cherrybranch',28/8/2019 11:07:00-04:04,27.19,19.73,11.71,13.3,-0.09,900.6,19.9,7.66,28/8/2019 11:07:01.266-04:04,34.94740667,-76.809225,2.7,4.116,
46840,2073,'cherrybranch',28/8/2019 11:07:02-04:04,27.19,19.73,11.71,13.3,-0.09,900.6,19.2,7.66,28/8/2019 11:07:03.278-04:04,34.94748,-76.80921833,2.7,4.064,
46842,2073,'cherrybranch',28/8/2019 11:07:04-04:04,27.19,19.73,11.71,13.32,-0.091,900.7,17.9,7.66,28/8/2019 11:07:05.256-04:04,34.94755167,-76.809215,2.9,4.064,
46844,2073,'cherrybranch',28/8/2019 11:07:06-04:04,27.2,19.73,11.71,13.32,-0.09,897.4,15,7.66,28/8/2019 11:07:07.264-04:04,34.947625,-76.80921333,3.1,4.116,
46846,2073,'cherrybranch',28/8/2019 11:07:08-04:04,27.2,19.72,11.71,13.34,-0.091,897.4,17.6,7.66,28/8/2019 11:07:09.277-04:04,34.9477,-76.80920833,3.3,4.116,
46848,2073,'cherrybranch',28/8/2019 11:07:10-04:04,27.2,19.72,11.71,13.33,-0.091,895.3,21.4,7.66,28/8/2019 11:07:11.284-04:04,34.94777,-76.8092,3.6,4.116,
46850,2073,'cherrybranch',28/8/2019 11:07:12-04:04,27.21,19.72,11.71,13.35,-0.09,889.2,17.6,7.66,28/8/2019 11:07:13.297-04:04,34.94784167,-76.80918833,3.8,4.116,
46852,2073,'cherrybranch',28/8/2019 11:07:14-04:04,27.21,19.71,11.7,13.35,-0.091,889.2,14.8,7.66,28/8/2019 11:07:15.305-04:04,34.947915,-76.80917833,3.9,4.167,
46854,2073,'cherrybranch',28/8/2019 11:07:16-04:04,27.21,19.71,11.7,13.37,-0.09,889.3,18.6,7.66,28/8/2019 11:07:17.314-04:04,34.94799,-76.80917333,3.6,4.167,
46856,2073,'cherrybranch',28/8/2019 11:07:18-04:04,27.22,19.71,11.7,13.37,-0.091,889.3,21.1,7.67,28/8/2019 11:07:19.224-04:04,34.948065,-76.80916833,3.8,4.218,
46858,2073,'cherrybranch',28/8/2019 11:07:20-04:04,27.22,19.71,11.7,13.39,-0.091,910.9,17.4,7.66,28/8/2019 11:07:21.23-04:04,34.94814167,-76.80916667,3.9,4.218,
46860,2073,'cherrybranch',28/8/2019 11:07:22-04:04,27.22,19.7,11.7,13.38,-0.091,875.2,20.1,7.67,28/8/2019 11:07:23.24-04:04,34.94821667,-76.80916,4.1,4.218,
46862,2073,'cherrybranch',28/8/2019 11:07:24-04:04,27.23,19.71,11.7,13.4,-0.091,912,18.8,7.67,28/8/2019 11:07:25.248-04:04,34.94829667,-76.80915167,4.2,4.27,
46864,2073,'cherrybranch',28/8/2019 11:07:26-04:04,27.23,19.7,11.7,13.4,-0.091,912,17.5,7.67,28/8/2019 11:07:27.259-04:04,34.94837333,-76.80914333,4.3,4.27,
46866,2073,'cherrybranch',28/8/2019 11:07:28-04:04,27.24,19.71,11.7,13.41,-0.091,912,19.3,7.67,28/8/2019 11:07:29.266-04:04,34.94844833,-76.80913833,4.2,4.27,
46868,2073,'cherrybranch',28/8/2019 11:07:30-04:04,27.24,19.71,11.7,13.41,-0.09,912,15.4,7.67,28/8/2019 11:07:31.277-04:04,34.948525,-76.809135,4.1,4.27,
46870,2073,'cherrybranch',28/8/2019 11:07:32-04:04,27.24,19.71,11.7,13.42,-0.09,912.1,20.5,7.66,28/8/2019 11:07:33.284-04:04,34.94860333,-76.80912833,4.2,4.27,
46872,2073,'cherrybranch',28/8/2019 11:07:34-04:04,27.25,19.71,11.7,13.42,-0.09,912.1,19.8,7.67,28/8/2019 11:07:35.296-04:04,34.94868,-76.80912167,4.3,4.27,
46874,2073,'cherrybranch',28/8/2019 11:07:36-04:04,27.25,19.72,11.71,13.44,-0.091,856.7,17.2,7.67,28/8/2019 11:07:37.302-04:04,34.94875667,-76.809115,4.3,4.27,
46876,2073,'cherrybranch',28/8/2019 11:07:38-04:04,27.26,19.72,11.71,13.43,-0.09,940.2,21,7.67,28/8/2019 11:07:39.314-04:04,34.948835,-76.80910833,4.2,4.27,
46878,2073,'cherrybranch',28/8/2019 11:07:40-04:04,27.26,19.73,11.71,13.44,-0.09,940.2,18.3,7.67,28/8/2019 11:07:41.228-04:04,34.94891333,-76.80910167,4.2,4.27,
46880,2073,'cherrybranch',28/8/2019 11:07:42-04:04,27.26,19.73,11.71,13.44,-0.09,894.8,20.1,7.67,28/8/2019 11:07:43.225-04:04,34.94899,-76.809095,4.3,4.27,
46882,2073,'cherrybranch',28/8/2019 11:07:44-04:04,27.27,19.73,11.71,13.46,-0.091,891.1,21.4,7.67,28/8/2019 11:07:45.239-04:04,34.949065,-76.809085,4.4,4.27,
46884,2073,'cherrybranch',28/8/2019 11:07:46-04:04,27.27,19.73,11.71,13.46,-0.091,899.8,19.6,7.67,28/8/2019 11:07:47.249-04:04,34.94914,-76.809075,4.5,4.27,
46886,2073,'cherrybranch',28/8/2019 11:07:48-04:04,27.28,19.74,11.72,13.47,-0.09,878.4,17.6,7.67,28/8/2019 11:07:49.255-04:04,34.949215,-76.80906667,4.5,4.27,
46888,2073,'cherrybranch',28/8/2019 11:07:50-04:04,27.28,19.74,11.72,13.47,-0.091,878.4,18.5,7.67,28/8/2019 11:07:51.268-04:04,34.94929167,-76.80905667,4.7,4.27,
46890,2073,'cherrybranch',28/8/2019 11:07:52-04:04,27.28,19.75,11.73,13.48,-0.091,878.5,16.6,7.67,28/8/2019 11:07:53.273-04:04,34.94937167,-76.80904833,4.6,4.27,
